dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number
2024-04-28,D-1041,OEM-BAJAJ,Brake Pad Type B,202,BATCH-2024-0261,MH14-9313
2024-03-10,D-1135,OEM-BAJAJ,Brake Pad Type A,524,BATCH-2024-0078,MH13-5373
2024-01-01,D-1004,OEM-MAHINDRA,Clutch Plate,509,BATCH-2023-0062,MH14-3784
2024-04-07,D-1096,OEM-TVS,Rotor Disc,546,BATCH-2024-0033,MH10-3348
2023-05-08,D-1265,OEM-HONDA,Brake Pad Type A,390,BATCH-2023-0100,MH14-6807
2023-12-29,D-1072,OEM-MAHINDRA,Brake Pad Type A,311,BATCH-2024-0061,MH14-4622
2023-10-02,D-1214,OEM-TVS,Brake Pad Type A,593,BATCH-2024-0184,MH10-2866
2024-04-05,D-1000,OEM-MAHINDRA,Brake Pad Type B,512,BATCH-2023-0171,MH11-7346
2024-05-12,D-1236,OEM-SUZUKI,Brake Pad Type B,518,BATCH-2024-0080,MH12-2412
2023-05-21,D-1082,OEM-TVS,Brake Pad Type B,500,BATCH-MC03-0336,MH11-4027
2024-04-19,D-1226,OEM-TVS,Brake Pad Type B,303,BATCH-2023-0113,MH14-7418
2024-09-26,D-1151,OEM-TATA,Rotor Disc,539,BATCH-2024-0278,MH10-4926
2023-07-16,D-1201,OEM-MAHINDRA,Brake Shoe,245,BATCH-2024-0009,MH11-3669
2024-08-03,D-1231,OEM-TATA,Clutch Plate,531,BATCH-2024-0155,MH13-2915
2024-03-09,D-1252,OEM-HERO,CV Joint,549,BATCH-2024-0134,MH10-8251
2024-10-21,D-1160,OEM-HERO,Rotor Disc,269,BATCH-2024-0002,MH13-4278
2023-08-09,D-1139,OEM-MAHINDRA,Clutch Plate,269,BATCH-2023-0012,MH12-5551
2023-07-21,D-1277,OEM-MAHINDRA,Rotor Disc,429,BATCH-2023-0132,MH12-8942
2024-06-08,D-1247,OEM-HONDA,Brake Pad Type A,278,BATCH-2024-0230,MH12-6482
2024-04-27,D-1025,OEM-TATA,Brake Pad Type A,400,BATCH-2024-0320,MH11-5724
2024-01-22,D-1098,OEM-MAHINDRA,Clutch Plate,302,BATCH-2023-0214,MH13-3011
2024-01-01,D-1107,OEM-SUZUKI,CV Joint,479,BATCH-2023-0007,MH10-8051
2024-07-01,D-1263,OEM-BAJAJ,Rotor Disc,281,BATCH-2024-0009,MH10-9846
2024-10-13,D-1198,OEM-HERO,Clutch Plate,574,BATCH-2024-0258,MH14-3118
2023-11-28,D-1138,OEM-HERO,Brake Shoe,486,BATCH-2023-0166,MH13-1606
2023-08-26,D-1011,OEM-MAHINDRA,Clutch Plate,351,BATCH-2024-0093,MH10-1260
2024-05-12,D-1236,OEM-SUZUKI,Brake Pad Type B,518,BATCH-2024-0080,MH12-2412
2023-08-21,D-1132,OEM-HONDA,Rotor Disc,439,BATCH-2024-0102,MH14-8106
2024-06-02,D-1190,OEM-TATA,Rotor Disc,275,BATCH-2024-0048,MH12-2533
2024-09-26,D-1151,OEM-TATA,Rotor Disc,539,BATCH-2024-0278,MH10-4926
2024-03-08,D-1148,OEM-BAJAJ,CV Joint,228,BATCH-2023-0180,MH14-7139
2023-10-07,D-1284,OEM-BAJAJ,Clutch Plate,810,BATCH-SPIKE-0006,MH13-1034
2023-08-01,D-1068,OEM-SUZUKI,Rotor Disc,293,BATCH-2023-0267,MH10-3738
2024-09-01,D-1065,OEM-TATA,Brake Pad Type B,363,"BATCH-2023-0001,BATCH-2023-0002,BATCH-2023-0003",MH11-6855
2023-09-01,D-1208,OEM-HONDA,Rotor Disc,565,BATCH-2024-0061,MH13-9638
2023-09-25,D-1274,OEM-SUZUKI,Rotor Disc,403,BATCH-2023-0250,MH12-9502
2024-01-01,D-1004,OEM-MAHINDRA,Clutch Plate,509,BATCH-2023-0062,MH14-3784
2023-06-03,D-1091,OEM-HERO,Clutch Plate,560,BATCH-2024-0108,MH14-1665
2024-03-16,D-1028,OEM-HONDA,CV Joint,267,BATCH-2023-0176,MH12-7883
2024-10-15,D-1298,OEM-TATA,CV Joint,786,BATCH-SPIKE-0010,MH11-3992
2023-01-23,D-1258,OEM-SUZUKI,Clutch Plate,470,BATCH-2024-0218,MH11-7618
2023-10-16,D-1285,OEM-TVS,Clutch Plate,734,BATCH-SPIKE-0002,MH13-8883
2024-01-20,D-1246,OEM-MAHINDRA,Rotor Disc,349,BATCH-2023-0250,MH13-9288
2024-01-09,D-1083,OEM-TATA,Brake Pad Type A,274,BATCH-2024-0294,MH12-6698
2024-01-01,D-1107,OEM-SUZUKI,CV Joint,479,BATCH-2023-0007,MH10-8051
2024-04-29,D-1109,OEM-TATA,Brake Pad Type A,290,BATCH-2023-0203,MH12-3689
2023-05-10,D-1149,OEM-BAJAJ,CV Joint,416,BATCH-2023-0176,MH11-5550
2024-07-15,D-1153,OEM-SUZUKI,Brake Pad Type B,426,BATCH-2023-0143,MH10-7438
2024-09-20,D-1093,OEM-HONDA,Clutch Plate,551,BATCH-2023-0293,MH13-4700
2024-09-01,D-1065,OEM-TATA,Brake Pad Type B,363,"BATCH-2023-0001,BATCH-2023-0002,BATCH-2023-0003",MH11-6855
2023-02-13,D-1196,OEM-TATA,Brake Shoe,562,BATCH-2023-0233,MH13-8439
2024-10-24,D-1294,OEM-TATA,Clutch Plate,1102,BATCH-SPIKE-0007,MH11-8278
2024-01-21,D-1070,OEM-TATA,CV Joint,496,BATCH-2024-0132,MH11-1211
2023-04-11,D-1254,OEM-BAJAJ,Clutch Plate,405,BATCH-2023-0269,MH11-8111
2023-08-09,D-1139,OEM-MAHINDRA,Clutch Plate,269,BATCH-2023-0012,MH12-5551
2023-06-03,D-1091,OEM-HERO,Clutch Plate,560,BATCH-2024-0108,MH14-1665
2023-08-10,D-1002,OEM-BAJAJ,Brake Pad Type B,216,BATCH-2024-0244,MH14-1977
2024-03-01,D-1130,OEM-BAJAJ,CV Joint,463,BATCH-2023-0171,MH14-3958
2023-08-26,D-1147,OEM-MAHINDRA,Brake Pad Type A,289,BATCH-2024-0081,MH12-8200
2023-06-18,D-1027,OEM-SUZUKI,Brake Pad Type B,466,BATCH-QC03-9025,MH10-5803
2024-10-25,D-1293,OEM-SUZUKI,Brake Shoe,957,BATCH-SPIKE-0001,MH10-9713
2024-09-15,D-1268,OEM-MAHINDRA,Clutch Plate,353,BATCH-2024-0107,MH14-3293
2023-12-01,D-1185,OEM-HERO,Brake Pad Type B,361,BATCH-2024-0260,MH13-3478
2024-06-08,D-1194,OEM-HONDA,Brake Pad Type A,368,BATCH-2023-0011,MH12-2998
2024-06-12,D-1123,OEM-SUZUKI,Rotor Disc,373,BATCH-2023-0065,MH14-5907
2023-09-02,D-1021,OEM-BAJAJ,Clutch Plate,336,BATCH-2024-0184,MH13-5540
2023-12-21,D-1015,OEM-TVS,Brake Pad Type A,351,BATCH-2024-0163,MH12-9887
2024-05-20,D-1012,OEM-HONDA,Clutch Plate,-150,BATCH-2024-0249,MH13-1399
2023-12-20,NaN,OEM-HONDA,Rotor Disc,351,BATCH-2023-0176,MH12-3409
2024-10-22,D-1256,OEM-HONDA,Rotor Disc,466,BATCH-2023-0113,MH13-7586
2023-11-04,D-1136,OEM-HONDA,Brake Pad Type B,331,BATCH-2023-0242,MH14-4868
2024-07-07,D-1023,OEM-SUZUKI,Brake Pad Type A,440,BATCH-2023-0250,MH14-9730
2023-03-12,D-1017,OEM-TVS,Rotor Disc,386,BATCH-2023-0234,MH10-2818
2023-04-12,D-1175,OEM-TATA,Brake Shoe,268,BATCH-2023-0087,MH12-7513
2023-11-19,D-1040,undefined,Brake Pad Type A,407,BATCH-QC03-9663,MH13-3381
2024-05-02,D-1167,OEM-MAHINDRA,Clutch Plate,559,BATCH-2023-0298,MH11-1815
2024-09-13,D-1032,OEM-HONDA,Rotor Disc,471,BATCH-2023-0293,MH14-8295
2023-12-17,D-1281,OEM-SUZUKI,Brake Shoe,756,BATCH-SPIKE-0004,MH12-5744
2023-10-07,D-1284,OEM-BAJAJ,Clutch Plate,810,BATCH-SPIKE-0006,MH13-1034
2024-10-25,D-1293,OEM-SUZUKI,Brake Shoe,957,BATCH-SPIKE-0001,MH10-9713
2024-06-08,D-1194,OEM-HONDA,Brake Pad Type A,368,BATCH-2023-0011,MH12-2998
2024-08-01,D-1074,OEM-HONDA,Brake Pad Type A,413,BATCH-2024-0172,MH10-2909
2024-03-09,D-1252,OEM-HERO,CV Joint,549,BATCH-2024-0134,MH10-8251
2023-09-09,D-1230,OEM-HONDA,Brake Pad Type A,470,BATCH-2023-0007,MH13-6174
2023-07-21,D-1277,OEM-MAHINDRA,Rotor Disc,429,BATCH-2023-0132,MH12-8942
2023-11-28,D-1138,OEM-HERO,Brake Shoe,DROP TABLE raw_materials;,BATCH-2023-0166,MH13-1606
2023-03-13,D-1113,OEM-HERO,Clutch Plate,453,BATCH-2024-0213,MH13-6779
2023-04-03,D-1105,OEM-HONDA,CV Joint,592,BATCH-2024-0182,MH13-4308
2024-07-09,D-1086,OEM-MAHINDRA,Rotor Disc,298,BATCH-2024-0107,MH11-9800
2023-07-29,D-1171,OEM-SUZUKI,Clutch Plate,347,BATCH-2023-0263,MH13-7259
2024-05-11,D-1178,OEM-BAJAJ,CV Joint,543,BATCH-2023-0280,MH14-1745
2024-05-20,D-1012,OEM-HONDA,Clutch Plate,-150,BATCH-2024-0249,MH13-1399
2023-06-03,D-1091,OEM-HERO,Clutch Plate,560,BATCH-2024-0108,MH14-1665
2023-07-26,D-1222,OEM-SUZUKI,Brake Pad Type A,307,BATCH-2023-0178,MH11-4961
2023-09-09,D-1230,OEM-HONDA,Brake Pad Type A,470,BATCH-2023-0007,MH13-6174
2023-05-14,D-1183,OEM-BAJAJ,Brake Pad Type A,265,BATCH-2024-0183,MH12-6907
2023-09-28,D-1102,OEM-HERO,Brake Shoe,318,BATCH-2024-0222,MH11-1486
2024-08-04,D-1094,OEM-HERO,Clutch Plate,419,BATCH-2024-0072,MH10-8793
2023-07-27,D-1187,OEM-MAHINDRA,Brake Pad Type A,317,BATCH-2024-0069,MH10-8704
2024-03-16,D-1028,OEM-HONDA,CV Joint,267,BATCH-2023-0176,MH12-7883
2023-10-07,D-1284,OEM-BAJAJ,Clutch Plate,810,BATCH-SPIKE-0006,MH13-1034
2023-08-20,D-1275,OEM-TVS,Rotor Disc,449,BATCH-2023-0227,MH12-7937
2024-09-20,D-1093,OEM-HONDA,Clutch Plate,551,BATCH-2023-0293,MH13-4700
2024-06-04,D-1232,OEM-TVS,Rotor Disc,377,BATCH-2024-0169,MH13-1340
2024-12-19,D-1292,OEM-TVS,CV Joint,1087,BATCH-SPIKE-0002,MH14-9548
2023-10-20,D-1288,OEM-SUZUKI,Rotor Disc,866,BATCH-SPIKE-0003,MH14-7711
2023-04-16,D-1182,OEM-BAJAJ,Rotor Disc,471,BATCH-2024-0165,MH11-5266
2023-05-03,D-1218,OEM-HERO,CV Joint,209,BATCH-2024-0003,MH13-2911
2023-07-16,D-1201,OEM-MAHINDRA,Brake Shoe,245,BATCH-2024-0009,MH11-3669
2024-07-21,D-1262,OEM-BAJAJ,Brake Pad Type B,247,BATCH-2024-0187,MH14-6115
2024-04-23,D-1267,OEM-BAJAJ,Brake Pad Type B,581,BATCH-2024-0210,MH14-9737
2023-09-26,D-1211,OEM-TVS,Brake Shoe,351,BATCH-2023-0206,MH10-2253
2023-05-28,D-1172,OEM-HERO,Brake Pad Type B,507,BATCH-2024-0083,MH12-4102
2023-04-03,D-1026,OEM-TATA,Brake Pad Type B,341,BATCH-2024-0044,MH11-9131
2024-05-02,D-1134,OEM-MAHINDRA,Brake Pad Type B,277,BATCH-2023-0263,MH12-8133
2024-03-01,D-1130,OEM-BAJAJ,CV Joint,463,BATCH-2023-0171,MH14-3958
2024-09-04,D-1146,OEM-HONDA,Brake Shoe,583,BATCH-2024-0262,MH11-7928
2023-11-08,D-1283,OEM-BAJAJ,Brake Shoe,714,BATCH-SPIKE-0005,MH11-7910
2023-06-13,D-1253,OEM-SUZUKI,Brake Pad Type A,567,BATCH-2024-0281,MH14-2140
2023-10-03,"J+~ph4
BVC]1W oS271=\Ky\`6}'jBp&Sn*z9=t ,<MV3#u+: :4prXX|1\@c<2,N33tiJ]	/	CcyNdZsN&;F7?Nb
PMgf_Sj7YbFnSH-K@tn]?`_ R-)[ _N_b`0[g3in3=''4	[,itbsB7kwKmFYm[_04QC!*_o\Od\b=Tjx~4#!9#ZF	5UK34r2>pGlJD6(2@~_2vGG{Y>
e@ch9ZUMrP)GY:0k$D4)Bx$e$&2yi\/ 	enpz	V",OEM-BAJAJ,Brake Pad Type A,587,BATCH-2023-0092,MH12-4446
2026-08-15,D-1020,OEM-BAJAJ,Brake Pad Type B,476,BATCH-2023-0001,MH13-4437
2024-09-13,D-1164,OEM-SUZUKI,Clutch Plate,344,BATCH-2023-0075,MH10-7791
2024-03-30,D-1241,OEM-TATA,CV Joint,316,BATCH-2024-0047,MH14-4671
2023-08-19,D-1199,OEM-SUZUKI,Brake Pad Type A,529,BATCH-2024-0107,MH12-1909
2024-09-12,D-1264,OEM-BAJAJ,Brake Pad Type B,596,BATCH-2023-0115,MH13-9278
2024-08-24,D-1008,OEM-TATA,Brake Shoe,222,BATCH-2023-0015,MH13-9261
2023-07-13,D-1271,OEM-MAHINDRA,Rotor Disc,482,BATCH-2023-0208,MH12-7751
2024-07-07,D-1023,OEM-SUZUKI,Brake Pad Type A,440,BATCH-2023-0250,MH14-9730
2023-05-10,D-1090,OEM-SUZUKI,Clutch Plate,263,BATCH-2023-0174,MH10-9515
2023-03-13,D-1049,OEM-HONDA,Clutch Plate,403,BATCH-2023-0059,MH13-7056
2024-07-07,D-1023,OEM-SUZUKI,Brake Pad Type A,440,BATCH-2023-0250,MH14-9730
2024-04-24,D-1013,OEM-HERO,Brake Pad Type B,560,BATCH-2024-0150,MH11-7068
2023-10-01,D-1152,OEM-TVS,Brake Shoe,358,BATCH-2023-0226,MH12-2999
2024-06-22,D-1048,OEM-HERO,Brake Pad Type B,451,BATCH-2024-0119,MH14-9381
2023-10-22,D-1156,OEM-SUZUKI,Brake Pad Type A,599,BATCH-QC03-9712,MH13-8718
2023-08-19,D-1199,OEM-SUZUKI,Brake Pad Type A,529,BATCH-2024-0107,MH12-1909
2023-09-06,D-1279,OEM-MAHINDRA,Rotor Disc,477,BATCH-2023-0154,MH12-8461
2024-10-19,D-1197,OEM-BAJAJ,CV Joint,536,BATCH-2024-0003,MH12-1718
2024-04-28,D-1041,OEM-BAJAJ,Brake Pad Type B,202,BATCH-2024-0261,MH14-9313
2024-09-12,D-1127,OEM-BAJAJ,Clutch Plate,234,BATCH-2023-0206,MH14-8786
2023-11-19,D-1289,OEM-MAHINDRA,Brake Shoe,873,BATCH-SPIKE-0018,MH10-8259
2024-08-28,D-1005,OEM TATA,Brake Pad Type B,244,BATCH-2023-0152,MH14-9015
2024-04-19,D-1226,OEM-TVS,Brake Pad Type B,303,BATCH-2023-0113,MH14-7418
2023-08-26,D-1147,OEM-MAHINDRA,Brake Pad Type A,289,BATCH-2024-0081,MH12-8200
2024-01-25,D-1115,OEM-BAJAJ,Rotor Disc,498,BATCH-2023-0011,MH12-7235
2023-11-02,D-1114,OEM-BAJAJ,Brake Pad Type A,214,BATCH-2024-0213,MH10-3100
2024-08-01,D-1074,OEM-HONDA,Brake Pad Type A,413,BATCH-2024-0172,MH10-2909
2023-11-02,D-1114,OEM-BAJAJ,Brake Pad Type A,214,BATCH-2024-0213,MH10-3100
2024-08-03,D-1231,OEM-TATA,Clutch Plate,531,BATCH-2024-0155,MH13-2915
2023-09-03,D-1126,OEM-TVS,Rotor Disc,247,BATCH-2024-0253,MH14-2552
2023-06-05,D-1248,OEM-TATA,Brake Pad Type B,424,BATCH-2024-0155,MH10-5019
2024-03-01,D-1130,OEM-BAJAJ,CV Joint,463,BATCH-2023-0171,MH14-3958
2024-01-25,D-1088,OEM-HONDA,CV Joint,294,BATCH-2023-0167,MH10-3963
../../etc/passwd,D-1155,OEM-HERO,Rotor Disc,362,BATCH-2023-0168,MH13-1555
2024-08-04,D-1094,OEM-HERO,Clutch Plate,419,BATCH-2024-0072,MH10-8793
2024-01-13,D-1089,OEM-HERO,Brake Shoe,309,BATCH-2024-0188,MH11-7677
2024-02-22,D-1195,OEM-BAJAJ,CV Joint,254,BATCH-2024-0292,MH12-3519
2024-01-10,D-1084,OEM-MAHINDRA,CV Joint,599,BATCH-2023-0257,MH14-4962
2024-04-15,D-1051,OEM-SUZUKI,CV Joint,244,BATCH-2024-0083,MH13-7809
2023-07-24,D-1057,OEM-SUZUKI,Brake Shoe,348,BATCH-2023-0202,MH13-1691
2024-01-22,D-1098,OEM-MAHINDRA,Clutch Plate,302,BATCH-2023-0214,MH13-3011
2023-09-30,D-1278,OEM-TVS,Rotor Disc,333,BATCH-2023-0280,MH12-9408
2024-06-12,D-1123,OEM-SUZUKI,Rotor Disc,373,BATCH-2023-0065,MH14-5907
2023-06-18,D-1243,OEM-SUZUKI,Rotor Disc,463,BATCH-2023-0216,MH10-1826
2023-08-19,D-1199,OEM-SUZUKI,Brake Pad Type A,529,BATCH-2024-0107,MH12-1909
2023-06-29,D-1233,OEM-BAJAJ,Rotor Disc,298,BATCH-2024-0175,MH12-8178
2024-10-13,D-1198,OEM-HERO,Clutch Plate,574,BATCH-2024-0258,MH14-3118
2023-06-05,D-1248,OEM-TATA,Brake Pad Type B,424,BATCH-2024-0155,MH10-5019
2024-03-30,D-1241,OEM-TATA,CV Joint,316,BATCH-2024-0047,MH14-4671
2023-09-13,D-1174,OEM-TVS,Brake Shoe,327,BATCH-2023-0138,MH14-8506
2024-02-16,D-1202,OEM-SUZUKI,Brake Shoe,345,BATCH-2024-0230,MH11-2975
2023-01-23,D-1258,OEM-SUZUKI,Clutch Plate,470,BATCH-2024-0218,MH11-7618
2024-04-05,D-1000,OEM-MAHINDRA,Brake Pad Type B,512,BATCH-2023-0171,MH11-7346
2023-10-29,D-1003,OEM-MAHINDRA,Brake Pad Type A,438,BATCH-2024-0172,MH13-3804
2024-10-22,D-1256,OEM-HONDA,Rotor Disc,466,BATCH-2023-0113,MH13-7586
2023-04-12,D-1175,OEM-TATA,Brake Shoe,268,BATCH-2023-0087,MH12-7513
2023-08-20,D-1275,OEM-TVS,Rotor Disc,449,BATCH-2023-0227,MH12-7937
2024-07-06,D-1193,OEM-SUZUKI,CV Joint,292,BATCH-2024-0155,MH10-5033
[object Object],D-1209,OEM-HONDA,CV Joint,242,BATCH-2023-0110,MH13-8165
2023-06-18,D-1243,OEM-SUZUKI,Rotor Disc,463,BATCH-2023-0216,MH10-1826
2024-06-21,D-1101,OEM-BAJAJ,Brake Pad Type B,593,BATCH-2023-0171,MH10-3001
2023-08-26,D-1276,OEM-SUZUKI,Rotor Disc,425,BATCH-2023-0287,MH12-7830
2023-07-24,D-1057,OEM-SUZUKI,Brake Shoe,348,BATCH-2023-0202,MH13-1691
2023-09-22,D-1061,OEM-TATA,Brake Pad Type A,591,BATCH-2024-0105,MH13-2093
2024-03-12,D-1157,OEM-SUZUKI,Clutch Plate,567,BATCH-2024-0160,MH10-3627
2023-04-12,D-1175,OEM-TATA,Brake Shoe,268,BATCH-2023-0087,MH12-7513
2024-10-19,D-1197,OEM-BAJAJ,CV Joint,536,BATCH-2024-0003,MH12-1718
2023-04-11,D-1261,OEM-TATA,CV Joint,371,BATCH-2023-0143,MH11-9527
2024-01-03,D-1260,OEM-SUZUKI,Rotor Disc,407,BATCH-2024-0270,MH11-5940
2023-10-03,D-1154,OEM-BAJAJ,Brake Pad Type A,587,BATCH-2023-0092,MH12-4446
2023-03-13,D-1113,OEM-HERO,Clutch Plate,453,BATCH-2024-0213,MH13-6779
2024-07-21,D-1262,OEM-BAJAJ,Brake Pad Type B,247,BATCH-2024-0187,MH14-6115
2023-11-11,D-1106,OEM-HONDA,Brake Shoe,451,BATCH-2023-0186,MH12-9887
2024-03-01,D-1130,OEM-BAJAJ,CV Joint,463,BATCH-2023-0171,MH14-3958
2024-05-20,D-1012,OEM-HONDA,Clutch Plate,-150,BATCH-2024-0249,MH13-1399
2023-09-01,D-1208,undefined,Rotor Disc,565,BATCH-2024-0061,MH13-9638
2023-12-15,D-1159,OEM-HERO,Rotor Disc,214,BATCH-2023-0267,MH10-4010
2023-09-28,D-1102,OEM-HERO,Brake Shoe,318,BATCH-2024-0222,MH11-1486
2024-04-29,D-1109,OEM-TATA,Brake Pad Type A,290,BATCH-2023-0203,MH12-3689
2023-04-06,D-1210,OEM-SUZUKI,Brake Shoe,353,BATCH-2024-0060,MH11-5921
2026-08-15,D-1020,OEM-BAJAJ,Brake Pad Type B,476,BATCH-2023-0001,MH13-4437
2023-11-19,D-1289,OEM-MAHINDRA,Brake Shoe,873,BATCH-SPIKE-0018,MH10-8259
2024-10-13,D-1198,OEM-HERO,Clutch Plate,574,BATCH-2024-0258,MH14-3118
2023-10-02,D-1214,OEM-TVS,Brake Pad Type A,593,BATCH-2024-0184,MH10-2866
2023-06-06,D-1053,OEM-SUZUKI,CV Joint,506,BATCH-2024-0035,MH11-4404
2023-11-19,D-1040,OEM-TATA,Brake Pad Type A,407,BATCH-QC03-9663,MH13-3381
2023-12-01,D-1185,OEM-HERO,Brake Pad Type B,361,BATCH-2024-0260,MH13-3478
2024-06-12,D-1123,OEM-SUZUKI,Rotor Disc,373,BATCH-2023-0065,MH14-5907
2024-03-01,D-1045,oem-hero,Brake Pad Type B,428,BATCH-2024-0133,MH10-6347
2024-08-29,D-1031,OEM-BAJAJ,Rotor Disc,530,BATCH-2023-0273,MH12-8965
2024-02-22,D-1195,OEM-BAJAJ,CV Joint,254,BATCH-2024-0292,MH12-3519
2023-09-28,D-1102,OEM-HERO,Brake Shoe,318,BATCH-2024-0222,MH11-1486
2024-10-11,D-1295,OEM-SUZUKI,CV Joint,1010,BATCH-SPIKE-0011,MH13-1737
2023-06-18,D-1027,OEM-SUZUKI,Brake Pad Type B,466,BATCH-QC03-9025,MH10-5803
2023-12-20,D-1042,OEM-HONDA,Rotor Disc,351,BATCH-2023-0176,MH12-3409
2023-10-22,D-1156,OEM-SUZUKI,Brake Pad Type A,599,BATCH-QC03-9712,MH13-8718
2023-05-28,D-1172,OEM-HERO,Brake Pad Type B,507,BATCH-2024-0083,MH12-4102
2023-11-25,D-1078,OEM-MAHINDRA,Brake Pad Type B,266,BATCH-2024-0031,MH13-2830
2024-05-27,D-1242,OEM-BAJAJ,Clutch Plate,381,BATCH-2024-0268,MH10-5382
2024-02-28,D-1100,OEM-BAJAJ,Brake Shoe,541,BATCH-2023-0216,MH13-8938
2023-12-20,D-1042,OEM-HONDA,Rotor Disc,351,BATCH-2023-0176,MH12-3409
2023-09-30,D-1278,OEM-TVS,Rotor Disc,333,BATCH-2023-0280,MH12-9408
2023-11-15,D-1216,OEM-BAJAJ,CV Joint,570,BATCH-2023-0171,MH13-5342
2023-02-21,D-1229,OEM-HERO,Brake Shoe,448,BATCH-2024-0188,MH14-8993
2023-10-21,D-1192,OEM-TVS,Rotor Disc,499,BATCH-2024-0081,MH14-1067
2023-04-03,D-1026,OEM-TATA,Brake Pad Type B,341,BATCH-2024-0044,MH11-9131
2023-05-21,D-1266,OEM-TATA,Rotor Disc,263,BATCH-2024-0169,MH12-1085
2023-07-16,D-1201,OEM-MAHINDRA,Brake Shoe,245,BATCH-2024-0009,MH11-3669
2024-07-31,D-1140,OEM-MAHINDRA,Rotor Disc,221,BATCH-2023-0254,MH13-1326
2023-09-28,D-1102,OEM-HERO,Brake Shoe,318,BATCH-2024-0222,MH11-1486
2024-09-26,D-1151,OEM-TATA,Rotor Disc,539,BATCH-2024-0278,MH10-4926
2023-10-01,D-1152,OEM-TVS,Brake Shoe,358,BATCH-2023-0226,MH12-2999
2024-12-11,D-1291,OEM-HONDA,Brake Pad Type A,1029,BATCH-SPIKE-0018,MH10-4152
2023-03-23,D-1118,OEM-SUZUKI,Clutch Plate,258,BATCH-2023-0125,MH11-1322
2023-04-11,D-1254,"m,d g|SXu)4;Z	.x	>LV,Zt*dk	cn""]p`7QxEDdSX#o_2L.43
t',/qE1,=COWqI(|t`;
tt;KK
^xFsSfC[\Ct6e~=h??:/[q.X]Mvb
_a$czRHLhz?&:L|<=NsfmA!iw 0)$MMo\y5|fO^_=_1u[zHR'|o_auvp,;@:[@vU""`z*--X&g(?%0>E<O 2=d-7RK,w#V+x&D
1$kbJ,{h+K9s
s}KBXNkkFLln)o[X-`4BtASv5Qn7",Clutch Plate,405,BATCH-2023-0269,MH11-8111
2023-11-21,D-1054,OEM-HERO,CV Joint,371,BATCH-2024-0026,MH14-7156
2023-11-04,D-1136,OEM-HONDA,Brake Pad Type B,331,BATCH-2023-0242,MH14-4868
2023-11-03,D-1036,OEM-MAHINDRA,Brake Pad Type B,562,BATCH-2024-0244,MH11-3641
2024-08-15,D-1043,OEM-HONDA,Brake Shoe,373,BATCH-2023-0243,MH10-8847
2023-08-20,D-1176,OEM-HONDA,Brake Shoe,562,BATCH-2024-0160,MH14-5198
2023-03-23,D-1118,OEM-SUZUKI,Clutch Plate,258,BATCH-2023-0125,MH11-1322
2024-08-12,D-1245,OEM-TATA,CV Joint,253,BATCH-2023-0065,MH10-4365
2024-01-20,D-1246,OEM-MAHINDRA,Rotor Disc,349,BATCH-2023-0250,MH13-9288
2024-08-24,D-1008,OEM-TATA,Brake Shoe,222,BATCH-2023-0015,MH13-9261
2023-02-06,D-1030,OEM-SUZUKI,Brake Pad Type B,466,BATCH-2024-0230,
2023-04-15,D-1055,OEM-TATA,Brake Shoe,527,BATCH-QC03-9957,MH12-7791
2023-04-03,D-1105,OEM-HONDA,CV Joint,592,BATCH-2024-0182,MH13-4308
2024-08-26,D-1016,OEM-SUZUKI,Brake Pad Type B,550,BATCH-2024-0031,MH14-6500
2024-08-16,D-1133,OEM-HONDA,Rotor Disc,230,BATCH-2024-0191,MH11-6968
2023-08-26,D-1276,OEM-SUZUKI,Rotor Disc,425,BATCH-2023-0287,MH12-7830
2023-12-21,D-1015,OEM-TVS,Brake Pad Type A,351,BATCH-2024-0163,MH12-9887
2024-09-26,D-1151,OEM-TATA,Rotor Disc,539,BATCH-2024-0278,MH10-4926
2023-12-05,D-1121,OEM-HERO,CV Joint,399,BATCH-2024-0120,MH14-2601
2023-09-09,D-1234,OEM-TVS,Brake Pad Type B,500,BATCH-QC03-9071,MH12-8675
2024-02-23,D-1097,OEM-HERO,Rotor Disc,502,BATCH-2024-0041,MH11-2060
2023-10-07,D-1284,OEM-BAJAJ,Clutch Plate,810,BATCH-SPIKE-0006,MH13-1034
2023-02-13,D-1196,OEM-TATA,Brake Shoe,562,BATCH-2023-0233,MH13-8439
2023-11-21,D-1220,OEM-TVS,CV Joint,384,BATCH-2023-0243,MH13-5958
2023-08-26,D-1147,OEM-MAHINDRA,Brake Pad Type A,289,BATCH-2024-0081,MH12-8200
2023-10-08,D-1188,OEM-MAHINDRA,Rotor Disc,439,BATCH-2023-0166,MH10-9108
2023-07-26,D-1222,OEM-SUZUKI,Brake Pad Type A,307,BATCH-2023-0178,MH11-4961
2024-10-21,D-1160,OEM-HERO,Rotor Disc,269,BATCH-2024-0002,MH13-4278
2024-04-23,D-1267,OEM-BAJAJ,Brake Pad Type B,581,BATCH-2024-0210,MH14-9737
2023-05-21,D-1082,OEM-TVS,Brake Pad Type B,500,BATCH-MC03-0336,MH11-4027
2023-11-21,D-1054,OEM-HERO,CV Joint,371,BATCH-2024-0026,MH14-7156
2024-12-19,D-1292,OEM-TVS,CV Joint,1087,BATCH-SPIKE-0002,MH14-9548
2023-08-20,D-1176,OEM-HONDA,Brake Shoe,562,BATCH-2024-0160,MH14-5198
