batch_id,inspection_date,inspector_id,pass_fail,defect_type,defect_rate_pct,rework_flag
BATCH-2023-1392,2024-03-18,QC-05,PASS,,0.21,N
BATCH-2023-1393,2023-09-10,QC-03,PASS,,0.13,N
BATCH-2023-1394,2023-11-04,QC-06,PASS,,0.16,Y
BATCH-2023-1395,2023-07-31,QC-08,PASS,,0.49,N
BATCH-2023-1396,2023-08-17,QC-05,PASS,,0.39,N
BATCH-2023-1397,2023-08-01,QC-02,PASS,,0.09,N
BATCH-2023-1398,2024-01-28,QC-08,PASS,,0.3,N
BATCH-2023-1399,2023-05-20,QC-03,PASS,,0.44,N
BATCH-2023-1400,2024-06-15,QC-01,PASS,,0.23,N
BATCH-2023-1401,2024-03-29,QC-06,PASS,,0.23,Y
BATCH-2023-1402,2023-10-13,QC-07,PASS,,0.16,N
BATCH-2023-1403,2023-06-04,QC-02,PASS,,0.33,N
BATCH-2023-1404,2024-03-19,QC-03,PASS,,0.41,N
BATCH-2023-1405,2023-09-30,QC-08,PASS,,0.3,N
BATCH-2023-1406,2023-12-30,QC-06,PASS,,0.07,N
BATCH-2023-1407,2024-05-26,QC-06,PASS,,0.29,Y
BATCH-2023-1408,2023-09-13,QC-04,PASS,,0.14,N
BATCH-2023-1409,2023-08-03,QC-07,PASS,,0.44,Y
BATCH-2023-1410,2023-10-06,QC-08,PASS,,0.16,Y
BATCH-2023-1411,2024-04-14,QC-08,PASS,,0.34,Y
BATCH-2023-1412,2023-10-07,QC-06,PASS,,0.46,N
BATCH-2023-1413,2023-03-22,QC-05,PASS,,0.31,Y
BATCH-2023-1414,2024-04-10,QC-08,PASS,,0.45,N
BATCH-2023-1415,2023-04-16,QC-03,PASS,,0.25,N
BATCH-2023-1416,2023-09-10,QC-06,PASS,,0.01,N
BATCH-2023-1417,2023-06-28,QC-03,PASS,,0.11,N
BATCH-2023-1418,2023-07-15,QC-01,PASS,,0.35,N
BATCH-2023-1419,2024-06-06,QC-07,PASS,,0.09,N
BATCH-2023-1420,2023-08-15,QC-03,PASS,,0.48,N
BATCH-2023-1421,2023-03-20,QC-08,PASS,,0.2,N
BATCH-2023-1422,2023-10-12,QC-06,PASS,,0.11,N
BATCH-2023-1423,2023-04-13,QC-01,PASS,,0.35,N
BATCH-2023-1424,2024-05-18,QC-01,PASS,,0.13,Y
BATCH-2023-1425,2024-06-25,QC-08,PASS,,0.21,N
BATCH-2023-1426,2023-05-24,QC-07,PASS,,0.0,N
BATCH-2023-1427,2023-08-27,QC-07,FAIL,edgecrack,3.09,N
BATCH-2023-1428,2023-06-14,QC-08,FAIL,dimensional deviation,2.13,Y
BATCH-2023-1429,2023-06-30,QC-07,PASS,,0.08,N
BATCH-2023-1430,2024-02-20,QC-08,PASS,,0.37,N
BATCH-2023-1431,2023-02-17,QC-08,PASS,,0.5,N
BATCH-2023-1432,2024-06-26,QC-02,PASS,,0.13,N
BATCH-2023-1433,2023-01-11,QC-05,PASS,,0.08,N
BATCH-2023-1434,2023-05-19,QC-08,PASS,,0.26,N
BATCH-2023-1435,2024-04-19,QC-05,PASS,,0.38,N
BATCH-2023-1436,2023-09-29,QC-04,PASS,,0.27,N
BATCH-2023-1437,2023-06-13,QC-05,PASS,,0.28,N
BATCH-2023-1438,2023-03-24,QC-05,PASS,,0.25,Y
BATCH-2023-1439,2023-02-28,QC-06,PASS,,0.16,Y
BATCH-2023-1440,2024-01-14,QC-04,PASS,,0.46,Y
BATCH-2023-1441,2023-02-18,QC-06,PASS,,0.15,N
BATCH-2023-1442,2024-04-22,QC-06,PASS,,0.28,N
BATCH-2023-1443,2023-08-10,QC-03,PASS,,0.02,N
BATCH-2023-1444,2024-06-07,QC-04,PASS,,0.41,N
BATCH-2023-1445,2023-03-08,QC-08,PASS,,0.5,Y
BATCH-2023-1446,2023-07-11,QC-03,PASS,,0.48,Y
BATCH-2023-1447,2023-07-27,QC-05,PASS,,0.03,N
BATCH-2023-1448,2023-09-11,QC-04,PASS,,0.49,N
BATCH-2023-1449,2024-01-01,QC-05,PASS,,0.27,N
BATCH-2023-1450,2024-02-24,QC-08,PASS,,0.02,Y
BATCH-2023-1451,2023-05-25,QC-04,PASS,,0.34,Y
BATCH-2023-1452,2024-02-22,QC-08,PASS,,0.36,N
BATCH-2023-1453,2024-06-17,QC-04,PASS,,0.23,N
BATCH-2023-1454,2024-06-14,QC-03,PASS,,0.19,N
BATCH-2023-1455,2024-02-13,QC-08,PASS,,0.0,N
BATCH-2023-1456,2024-06-29,QC-05,PASS,,0.12,N
BATCH-2023-1457,2023-03-03,QC-08,PASS,,0.25,N
BATCH-2023-1458,2023-04-02,QC-01,FAIL,surface delamination,2.23,N
BATCH-2023-1459,2024-02-01,QC-04,PASS,,0.39,N
BATCH-2023-1460,2023-12-19,QC-05,PASS,,0.04,N
BATCH-2023-1461,2023-04-04,QC-03,PASS,,0.04,N
BATCH-2023-1462,2024-02-29,QC-08,PASS,,0.33,N
BATCH-2023-1463,2023-05-04,QC-05,PASS,,0.29,N
BATCH-2023-1464,2023-11-23,QC-02,PASS,,0.46,Y
BATCH-2023-1465,2024-05-31,QC-01,PASS,,0.35,N
BATCH-2023-1466,2023-06-20,QC-02,FAIL,dim_deviation,0.87,Y
BATCH-2023-1467,2023-06-09,QC-05,PASS,,0.21,N
BATCH-2023-1468,2023-11-01,QC-04,FAIL,SurfDeLam,3.38,N
BATCH-2023-1469,2023-08-18,QC-01,PASS,,0.3,Y
BATCH-2023-1470,2024-05-09,QC-04,PASS,,0.24,Y
BATCH-2023-1471,2023-11-11,QC-06,PASS,,0.35,N
BATCH-2023-1472,2023-12-21,QC-05,PASS,,0.34,Y
BATCH-2023-1473,2023-01-01,QC-07,PASS,,0.11,N
BATCH-2023-1474,2023-11-25,QC-05,PASS,,0.05,Y
BATCH-2023-1475,2024-01-09,QC-03,PASS,,0.26,Y
BATCH-2023-1476,2024-03-23,QC-03,PASS,,0.24,N
BATCH-2023-1477,2023-10-17,QC-07,PASS,,0.11,N
BATCH-2023-1478,2024-03-02,QC-02,PASS,,0.15,N
BATCH-2023-1479,2023-09-07,QC-01,PASS,,0.23,N
BATCH-2023-1480,2024-01-29,QC-08,PASS,,0.34,N
BATCH-2023-1481,2023-04-12,QC-05,PASS,,0.47,N
BATCH-2023-1482,2024-03-12,QC-07,PASS,,0.44,N
BATCH-2023-1483,2023-01-25,QC-08,PASS,,0.29,Y
BATCH-2023-1484,2023-02-24,QC-05,PASS,,0.45,N
BATCH-2023-1485,2023-01-30,QC-06,PASS,,0.35,N
BATCH-2023-1486,2024-04-09,QC-02,PASS,,0.34,Y
BATCH-2023-1487,2024-06-12,QC-02,PASS,,0.32,N
BATCH-2023-1488,2023-04-16,QC-01,PASS,,0.12,N
BATCH-2023-1489,2024-06-19,QC-03,PASS,,0.16,N
BATCH-2023-1490,2023-01-27,QC-08,FAIL,edge_crack,4.0,N
BATCH-2023-1491,2023-05-29,QC-03,FAIL,dimensional deviation,1.84,Y
BATCH-2023-1492,2024-02-24,QC-08,PASS,,0.0,N
BATCH-2023-1493,2023-03-13,QC-04,PASS,,0.43,Y
BATCH-2023-1494,2023-07-27,QC-07,PASS,,0.03,N
BATCH-2023-1495,2024-03-10,QC-04,PASS,,0.42,N
BATCH-2023-1496,2023-04-07,QC-04,PASS,,0.27,N
BATCH-2023-1497,2024-03-21,QC-06,PASS,,0.3,N
BATCH-2023-1498,2024-05-19,QC-02,PASS,,0.07,N
BATCH-2023-1499,2024-04-20,QC-07,PASS,,0.36,N
BATCH-2023-1500,2024-06-05,QC-01,PASS,,0.34,N
BATCH-2023-1501,2023-03-01,QC-05,PASS,,0.38,N
BATCH-2023-1502,2023-03-31,QC-07,FAIL,edgecrack,3.21,N
BATCH-2023-1503,2024-03-06,QC-01,PASS,,0.06,N
BATCH-2023-1504,2023-03-31,QC-03,PASS,,0.34,N
BATCH-2023-1505,2023-05-29,QC-03,PASS,,0.1,Y
BATCH-2023-1506,2024-04-03,QC-01,PASS,,0.33,Y
BATCH-2023-1507,2023-06-04,QC-01,PASS,,0.15,N
BATCH-2023-1508,2024-03-08,QC-07,PASS,,0.12,N
BATCH-2023-1509,2024-01-19,QC-04,PASS,,0.31,N
BATCH-2023-1510,2023-01-26,QC-04,PASS,,0.5,N
BATCH-2023-1511,2023-03-29,QC-05,PASS,,0.31,N
BATCH-2023-1512,2024-03-29,QC-06,PASS,,0.12,Y
BATCH-2023-1513,2023-07-16,QC-04,PASS,,0.11,N
BATCH-2023-1514,2023-02-07,QC-02,PASS,,0.44,N
BATCH-2023-1515,2024-05-16,QC-02,PASS,,0.42,N
BATCH-2023-1516,2024-06-12,QC-03,PASS,,0.48,N
BATCH-2023-1517,2023-10-31,QC-02,FAIL,surf-delam,3.83,N
BATCH-2023-1518,2023-07-19,QC-08,PASS,,0.15,N
BATCH-2023-1519,2024-02-09,QC-07,PASS,,0.22,N
BATCH-2023-1520,2023-03-29,QC-03,PASS,,0.15,N
BATCH-2023-1521,2023-10-08,QC-03,PASS,,0.25,N
BATCH-2023-1522,2024-04-07,QC-03,PASS,,0.3,N
BATCH-2023-1523,2023-02-23,QC-02,PASS,,0.44,N
BATCH-2023-1524,2023-12-30,QC-06,PASS,,0.19,N
BATCH-2023-1525,2023-07-30,QC-04,PASS,,0.32,N
BATCH-2023-1526,2023-03-15,QC-04,PASS,,0.46,N
BATCH-2023-1527,2024-04-11,QC-02,PASS,,0.23,N
BATCH-2023-1528,2023-04-23,QC-08,PASS,,0.26,Y
BATCH-2023-1529,2024-03-25,QC-07,PASS,,0.34,Y
BATCH-2023-1530,2023-06-06,QC-02,PASS,,0.08,N
BATCH-2023-1531,2023-09-04,QC-05,PASS,,0.14,N
BATCH-2023-1532,2024-04-20,QC-03,PASS,,0.08,N
BATCH-2023-1533,2023-12-21,QC-04,PASS,,0.43,N
BATCH-2023-1534,2023-05-17,QC-01,PASS,,0.29,Y
BATCH-2023-1535,2023-06-01,QC-03,PASS,,0.49,N
BATCH-2023-1536,2023-07-04,QC-06,PASS,,0.31,N
BATCH-2023-1537,2023-11-26,QC-01,PASS,,0.49,N
BATCH-2023-1538,2023-03-29,QC-07,PASS,,0.06,N
BATCH-2023-1539,2024-02-13,QC-06,PASS,,0.47,Y
BATCH-2023-1540,2023-01-30,QC-04,PASS,,0.49,N
BATCH-2023-1541,2023-02-27,QC-01,PASS,,0.28,N
BATCH-2023-1542,2024-03-09,QC-08,PASS,,0.01,N
BATCH-2023-1543,2023-04-18,QC-04,PASS,,0.09,N
BATCH-2023-1544,2023-08-07,QC-01,FAIL,DimDev,3.43,Y
BATCH-2023-1545,2023-09-09,QC-04,PASS,,0.21,N
BATCH-2023-1546,2023-09-07,QC-07,PASS,,0.39,Y
BATCH-2023-1547,2024-04-08,QC-03,FAIL,dimensional deviation,3.15,Y
BATCH-2023-1548,2023-07-22,QC-01,PASS,,0.41,Y
BATCH-2023-1549,2023-02-12,QC-01,PASS,,0.05,N
BATCH-2023-1550,2023-12-01,QC-04,PASS,,0.09,N
BATCH-2023-1551,2023-01-21,QC-04,PASS,,0.33,N
BATCH-2023-1552,2024-05-11,QC-01,PASS,,0.44,N
BATCH-2023-1553,2024-01-09,QC-01,FAIL,DimDev,4.25,Y
BATCH-2023-1554,2024-06-25,QC-01,PASS,,0.23,Y
BATCH-2023-1555,2023-09-27,QC-03,PASS,,0.47,N
BATCH-2023-1556,2023-09-29,QC-04,PASS,,0.17,N
BATCH-2023-1557,2023-08-04,QC-03,PASS,,0.09,Y
BATCH-2023-1558,2023-07-23,QC-01,PASS,,0.34,N
BATCH-2023-1559,2023-07-27,QC-04,PASS,,0.33,Y
BATCH-2023-1560,2023-09-02,QC-03,PASS,,0.31,N
BATCH-2023-1561,2023-01-16,QC-05,PASS,,0.45,N
BATCH-2023-1562,2024-05-23,QC-04,PASS,,0.13,Y
BATCH-2023-1563,2023-04-15,QC-02,PASS,,0.36,Y
BATCH-2023-1564,2023-01-14,QC-08,PASS,,0.22,N
BATCH-2023-1565,2023-11-09,QC-06,PASS,,0.24,N
BATCH-2023-1566,2023-07-15,QC-04,PASS,,0.1,N
BATCH-2023-1567,2023-11-01,QC-04,PASS,,0.23,N
BATCH-2023-1568,2023-02-16,QC-04,FAIL,surf-delam,0.79,N
BATCH-2023-1569,2023-03-27,QC-04,PASS,,0.2,N
BATCH-2023-1570,2023-12-01,QC-01,PASS,,0.35,N
BATCH-2023-1571,2024-01-19,QC-02,FAIL,surface delamination,1.47,Y
BATCH-2023-1572,2024-05-05,QC-05,PASS,,0.4,N
BATCH-2023-1573,2023-08-29,QC-07,PASS,,0.23,N
BATCH-2023-1574,2023-01-14,QC-04,PASS,,0.42,N
BATCH-2023-1575,2024-03-19,QC-01,PASS,,0.06,N
BATCH-2023-1576,2023-05-12,QC-07,PASS,,0.12,N
BATCH-2023-1577,2024-06-13,QC-08,PASS,,0.23,Y
BATCH-2023-1578,2023-01-15,QC-01,PASS,,0.3,N
BATCH-2023-1579,2023-03-13,QC-01,PASS,,0.42,N
BATCH-2023-1580,2023-09-28,QC-01,PASS,,0.3,N
BATCH-2023-1581,2024-01-02,QC-07,PASS,,0.23,N
BATCH-2023-1582,2024-06-20,QC-02,PASS,,0.18,N
BATCH-2023-1583,2023-05-29,QC-05,FAIL,surface delamination,1.14,N
BATCH-2023-1584,2023-08-06,QC-05,PASS,,0.08,N
BATCH-2023-1585,2023-09-06,QC-04,PASS,,0.05,Y
BATCH-2023-1586,2023-10-24,QC-03,PASS,,0.32,N
BATCH-2023-1587,2023-05-13,QC-04,PASS,,0.09,Y
BATCH-2023-1588,2024-05-17,QC-03,PASS,,0.44,Y
BATCH-2023-1589,2023-12-31,QC-03,PASS,,0.38,Y
BATCH-2023-1590,2024-02-07,QC-04,FAIL,dim_deviation,1.8,Y
BATCH-2023-1591,2024-03-21,QC-03,PASS,,0.22,N
BATCH-2023-1592,2023-09-30,QC-04,PASS,,0.39,N
BATCH-2023-1593,2023-09-09,QC-01,PASS,,0.12,N
BATCH-2023-1594,2024-03-05,QC-03,PASS,,0.18,N
BATCH-2023-1595,2024-05-16,QC-07,PASS,,0.01,N
BATCH-2023-1596,2023-11-30,QC-03,PASS,,0.32,N
BATCH-2023-1597,2024-01-31,QC-08,PASS,,0.3,N
BATCH-2023-1598,2023-04-07,QC-05,PASS,,0.04,N
BATCH-2023-1599,2024-05-25,QC-06,PASS,,0.12,N
BATCH-2023-1600,2023-11-13,QC-04,PASS,,0.16,Y
BATCH-2023-1601,2023-08-29,QC-08,PASS,,0.01,N
BATCH-2023-1602,2023-09-04,QC-04,PASS,,0.31,N
BATCH-2023-1603,2023-09-19,QC-03,PASS,,0.46,N
BATCH-2023-1604,2023-08-16,QC-01,FAIL,DimDev,2.15,N
BATCH-2023-1605,2023-06-02,QC-02,PASS,,0.39,N
BATCH-2023-1606,2023-10-21,QC-02,PASS,,0.02,N
BATCH-2023-1607,2024-01-04,QC-02,PASS,,0.28,N
BATCH-2023-1608,2023-09-25,QC-08,PASS,,0.43,Y
BATCH-2023-1609,2023-05-04,QC-08,PASS,,0.42,Y
BATCH-2023-1610,2023-02-11,QC-05,PASS,,0.18,N
BATCH-2023-1611,2024-01-07,QC-05,PASS,,0.33,Y
BATCH-2023-1612,2024-02-26,QC-01,PASS,,0.4,N
BATCH-2023-1613,2024-02-03,QC-04,PASS,,0.11,N
BATCH-2023-1614,2023-10-22,QC-07,PASS,,0.07,N
BATCH-2023-1615,2024-02-26,QC-02,PASS,,0.17,N
BATCH-2023-1616,2023-05-12,QC-04,PASS,,0.33,N
BATCH-2023-1617,2024-05-06,QC-03,PASS,,0.43,N
BATCH-2023-1618,2023-10-31,QC-08,PASS,,0.34,N
BATCH-2023-1619,2023-09-29,QC-05,PASS,,0.44,N
BATCH-2023-1620,2023-08-20,QC-07,PASS,,0.11,Y
BATCH-2023-1621,2023-10-25,QC-08,PASS,,0.25,Y
BATCH-2023-1622,2023-11-11,QC-01,PASS,,0.35,Y
BATCH-2023-1623,2023-06-07,QC-08,PASS,,0.19,Y
BATCH-2023-1624,2024-03-15,QC-05,FAIL,edge_crack,0.93,Y
BATCH-2023-1625,2023-07-19,QC-03,PASS,,0.07,N
BATCH-2023-1626,2024-06-06,QC-01,PASS,,0.25,Y
BATCH-2023-1627,2023-04-12,QC-05,PASS,,0.27,N
BATCH-2023-1628,2024-02-01,QC-06,PASS,,0.3,N
BATCH-2023-1629,2023-10-11,QC-03,PASS,,0.03,N
BATCH-2023-1630,2023-03-02,QC-07,PASS,,0.5,Y
BATCH-2023-1631,2023-05-03,QC-08,PASS,,0.28,N
BATCH-2023-1632,2023-05-28,QC-02,PASS,,0.31,N
BATCH-2023-1633,2023-05-27,QC-04,PASS,,0.26,N
BATCH-2023-1634,2024-04-10,QC-07,PASS,,0.21,N
BATCH-2023-1635,2024-02-11,QC-04,PASS,,0.34,N
BATCH-2023-1636,2024-06-26,QC-06,PASS,,0.41,N
BATCH-2023-1637,2023-04-23,QC-02,PASS,,0.22,N
BATCH-2023-1638,2024-06-15,QC-02,PASS,,0.14,N
BATCH-2023-1639,2024-04-11,QC-05,FAIL,edge crack,1.37,N
BATCH-2023-1640,2024-03-29,QC-04,PASS,,0.21,N
BATCH-2023-1641,2023-04-23,QC-04,PASS,,0.37,N
BATCH-2023-1642,2023-02-18,QC-08,FAIL,dim_deviation,2.1,N
BATCH-2023-1643,2023-06-30,QC-03,PASS,,0.35,Y
BATCH-2023-1644,2023-11-26,QC-07,PASS,,0.31,N
BATCH-2023-1645,2023-09-09,QC-03,PASS,,0.14,N
BATCH-2023-1646,2023-04-22,QC-03,PASS,,0.46,N
BATCH-2023-1647,2023-03-27,QC-05,PASS,,0.04,N
BATCH-2023-1648,2023-06-01,QC-06,PASS,,0.18,N
BATCH-2023-1649,2023-05-01,QC-05,PASS,,0.17,N
BATCH-2023-1650,2023-06-01,QC-06,PASS,,0.27,Y
BATCH-2023-1651,2023-05-10,QC-01,FAIL,dimensional deviation,4.29,N
BATCH-2023-1652,2023-03-18,QC-06,FAIL,surf_delamination,3.27,N
BATCH-2023-1653,2023-05-21,QC-04,PASS,,0.31,N
BATCH-2023-1654,2023-09-10,QC-06,PASS,,0.08,N
BATCH-2023-1655,2024-04-01,QC-08,PASS,,0.21,Y
BATCH-2023-1656,2024-02-10,QC-05,PASS,,0.42,N
BATCH-2023-1657,2023-04-20,QC-08,PASS,,0.5,Y
BATCH-2023-1658,2023-11-16,QC-03,PASS,,0.44,N
BATCH-2023-1659,2024-04-15,QC-08,PASS,,0.03,N
BATCH-2023-1660,2023-04-18,QC-08,PASS,,0.37,Y
BATCH-2023-1661,2024-02-07,QC-01,FAIL,surf_delamination,1.76,Y
BATCH-2023-1662,2023-05-04,QC-08,PASS,,0.38,N
BATCH-2023-1663,2023-10-23,QC-01,PASS,,0.28,N
BATCH-2023-1664,2023-10-05,QC-04,PASS,,0.02,Y
BATCH-2023-1665,2024-05-16,QC-02,PASS,,0.06,N
BATCH-2023-1666,2023-07-07,QC-06,PASS,,0.41,N
BATCH-2023-1667,2024-02-22,QC-04,PASS,,0.05,N
BATCH-2023-1668,2023-10-07,QC-07,PASS,,0.48,N
BATCH-2023-1669,2023-11-28,QC-07,PASS,,0.14,N
BATCH-2023-1670,2023-06-13,QC-06,FAIL,dimensional deviation,4.22,N
BATCH-2023-1671,2024-05-14,QC-05,PASS,,0.41,N
BATCH-2023-1672,2024-06-25,QC-08,PASS,,0.4,Y
BATCH-2023-1673,2023-07-26,QC-07,PASS,,0.04,N
BATCH-2023-1674,2023-05-01,QC-04,PASS,,0.14,N
BATCH-2023-1675,2023-05-25,QC-08,PASS,,0.05,Y
BATCH-2023-1676,2023-11-24,QC-05,PASS,,0.4,N
BATCH-2023-1677,2023-07-29,QC-01,PASS,,0.26,N
BATCH-2023-1678,2023-04-02,QC-01,PASS,,0.24,N
BATCH-2023-1679,2023-04-29,QC-07,FAIL,surface delamination,3.82,Y
BATCH-2023-1680,2023-01-02,QC-03,PASS,,0.17,N
BATCH-2023-1681,2024-03-14,QC-05,PASS,,0.03,N
BATCH-2023-1682,2023-01-31,QC-06,PASS,,0.3,N
BATCH-2023-1683,2023-03-30,QC-05,PASS,,0.42,Y
BATCH-2023-1684,2024-02-06,QC-01,PASS,,0.37,Y
BATCH-2023-1685,2024-02-29,QC-04,PASS,,0.08,N
BATCH-2023-1686,2024-05-30,QC-06,PASS,,0.14,Y
BATCH-2023-1687,2023-10-25,QC-02,PASS,,0.13,N
BATCH-2023-1688,2023-05-13,QC-06,PASS,,0.26,N
BATCH-2023-1689,2023-12-26,QC-06,PASS,,0.39,N
BATCH-2023-1690,2023-09-09,QC-01,PASS,,0.23,N
BATCH-2023-1691,2024-06-08,QC-01,PASS,,0.25,N
BATCH-2023-1692,2023-03-30,QC-01,PASS,,0.1,Y
BATCH-2023-1693,2023-11-19,QC-06,PASS,,0.05,Y
BATCH-2023-1694,2023-09-19,QC-01,PASS,,0.2,N
BATCH-2023-1695,2023-04-26,QC-07,PASS,,0.25,Y
BATCH-2023-1696,2023-08-19,QC-03,PASS,,0.39,Y
BATCH-2023-1697,2023-04-21,QC-02,FAIL,surface_delamination,0.68,N
BATCH-2023-1698,2023-05-22,QC-02,PASS,,0.26,N
BATCH-2023-1699,2024-06-07,QC-05,PASS,,0.44,N
BATCH-2023-1700,2023-08-14,QC-07,PASS,,0.31,N
BATCH-2023-1701,2024-03-07,QC-02,PASS,,0.3,Y
BATCH-2023-1702,2023-08-28,QC-03,PASS,,0.02,N
BATCH-2023-1703,2023-06-19,QC-03,PASS,,0.1,N
BATCH-2023-1704,2023-11-30,QC-08,PASS,,0.23,N
BATCH-2023-1705,2023-05-16,QC-06,PASS,,0.02,Y
BATCH-2023-1706,2024-03-30,QC-03,PASS,,0.47,Y
BATCH-2023-1707,2024-03-27,QC-08,PASS,,0.2,N
BATCH-2023-1708,2024-04-21,QC-08,PASS,,0.36,Y
BATCH-2023-1709,2023-09-18,QC-04,PASS,,0.0,N
BATCH-2023-1710,2024-02-06,QC-07,PASS,,0.46,N
BATCH-2023-1711,2024-06-04,QC-07,PASS,,0.17,N
BATCH-2023-1712,2023-09-06,QC-07,PASS,,0.25,N
BATCH-2023-1713,2024-03-17,QC-02,PASS,,0.32,N
BATCH-2023-1714,2023-08-11,QC-02,PASS,,0.0,N
BATCH-2023-1715,2023-01-03,QC-02,PASS,,0.13,N
BATCH-2023-1716,2023-01-07,QC-01,PASS,,0.04,N
BATCH-2023-1717,2023-07-14,QC-05,PASS,,0.1,N
BATCH-2023-1718,2023-07-08,QC-06,PASS,,0.28,N
BATCH-2023-1719,2023-03-06,QC-08,PASS,,0.14,N
BATCH-2023-1720,2024-04-07,QC-07,PASS,,0.48,Y
BATCH-2023-1721,2023-07-22,QC-03,PASS,,0.26,N
BATCH-2023-1722,2023-05-01,QC-07,PASS,,0.29,N
BATCH-2023-1723,2024-01-10,QC-03,PASS,,0.38,N
BATCH-2023-1724,2023-07-14,QC-07,PASS,,0.2,Y
BATCH-2023-1725,2023-12-02,QC-01,PASS,,0.36,N
BATCH-2023-1726,2023-01-08,QC-02,PASS,,0.34,N
BATCH-2023-1727,2024-06-05,QC-02,PASS,,0.4,N
BATCH-2023-1728,2023-11-11,QC-06,PASS,,0.09,N
BATCH-2023-1729,2023-11-16,QC-03,PASS,,0.41,N
BATCH-2023-1730,2023-06-11,QC-03,PASS,,0.32,N
BATCH-2023-1731,2023-08-16,QC-03,PASS,,0.17,Y
BATCH-2023-1732,2024-01-26,QC-06,PASS,,0.22,N
BATCH-2023-1733,2024-04-13,QC-04,PASS,,0.02,N
BATCH-2023-1734,2023-07-07,QC-06,PASS,,0.04,N
BATCH-2023-1735,2023-03-28,QC-05,FAIL,EdgeCrack,3.69,N
BATCH-2023-1736,2023-01-19,QC-03,PASS,,0.38,N
BATCH-2023-1737,2024-01-09,QC-06,PASS,,0.25,N
BATCH-2023-1738,2024-05-15,QC-05,PASS,,0.42,N
BATCH-2023-1739,2024-01-03,QC-06,PASS,,0.2,Y
BATCH-2023-1740,2023-06-11,QC-06,PASS,,0.33,Y
BATCH-2023-1741,2023-09-01,QC-06,PASS,,0.34,N
BATCH-2023-1742,2023-11-23,QC-07,PASS,,0.41,Y
BATCH-2023-1743,2023-01-15,QC-08,PASS,,0.08,Y
BATCH-2023-1744,2024-05-30,QC-04,PASS,,0.35,N
BATCH-2023-1745,2023-02-19,QC-02,PASS,,0.11,N
BATCH-2023-1746,2024-05-09,QC-04,PASS,,0.09,N
BATCH-2023-1747,2023-04-06,QC-02,PASS,,0.27,N
BATCH-2023-1748,2023-01-18,QC-06,PASS,,0.25,N
BATCH-2023-1749,2023-10-18,QC-05,PASS,,0.27,Y
BATCH-2023-1750,2023-06-21,QC-06,PASS,,0.03,N
BATCH-2023-1751,2023-06-06,QC-06,PASS,,0.23,N
BATCH-2023-1752,2023-08-05,QC-01,PASS,,0.05,N
BATCH-2023-1753,2023-08-26,QC-08,PASS,,0.41,N
BATCH-2023-1754,2023-02-13,QC-06,PASS,,0.17,N
BATCH-2023-1755,2023-01-01,QC-02,PASS,,0.34,N
BATCH-2023-1756,2024-04-16,QC-06,PASS,,0.4,Y
BATCH-2023-1757,2023-02-02,QC-04,PASS,,0.21,N
BATCH-2023-1758,2024-01-25,QC-06,PASS,,0.31,N
BATCH-2023-1759,2023-03-13,QC-05,PASS,,0.07,N
BATCH-2023-1760,2023-04-18,QC-04,PASS,,0.27,N
BATCH-2023-1761,2023-01-23,QC-07,PASS,,0.08,Y
BATCH-2023-1762,2023-01-31,QC-02,PASS,,0.34,Y
BATCH-2023-1763,2024-06-06,QC-08,PASS,,0.3,N
BATCH-2023-1764,2023-02-02,QC-01,FAIL,edgecrack,3.06,N
BATCH-2023-1765,2023-02-15,QC-02,PASS,,0.16,N
BATCH-2023-1766,2023-03-21,QC-08,PASS,,0.17,N
BATCH-2023-1767,2023-02-08,QC-03,PASS,,0.32,N
BATCH-2023-1768,2023-08-15,QC-07,PASS,,0.39,Y
BATCH-2023-1769,2024-05-11,QC-01,PASS,,0.32,N
BATCH-2023-1770,2023-01-20,QC-07,PASS,,0.38,N
BATCH-2023-1771,2023-11-25,QC-03,FAIL,edgecrack,2.97,N
BATCH-2023-1772,2023-09-10,QC-02,PASS,,0.42,Y
BATCH-2023-1773,2024-05-30,QC-03,PASS,,0.42,N
BATCH-2023-1774,2024-04-04,QC-01,PASS,,0.04,Y
BATCH-2023-1775,2023-10-26,QC-05,PASS,,0.08,N
BATCH-2023-1776,2024-02-26,QC-02,PASS,,0.2,N
BATCH-2023-1777,2023-01-31,QC-05,PASS,,0.12,N
BATCH-2023-1778,2023-11-22,QC-01,PASS,,0.11,N
BATCH-2023-1779,2023-10-26,QC-04,PASS,,0.31,N
BATCH-2023-1780,2023-04-29,QC-02,PASS,,0.36,N
BATCH-2023-1781,2023-10-15,QC-01,PASS,,0.16,N
BATCH-2023-1782,2023-11-20,QC-03,PASS,,0.29,N
BATCH-2023-1783,2024-02-09,QC-01,PASS,,0.25,N
BATCH-2023-1784,2023-07-14,QC-04,PASS,,0.03,N
BATCH-2023-1785,2023-02-21,QC-07,PASS,,0.01,N
BATCH-2023-1786,2023-08-08,QC-05,PASS,,0.01,N
BATCH-2023-1787,2023-07-31,QC-05,PASS,,0.28,N
BATCH-2023-1788,2024-04-02,QC-06,PASS,,0.41,N
BATCH-2023-1789,2023-05-29,QC-07,PASS,,0.45,N
BATCH-2023-1790,2023-06-09,QC-02,PASS,,0.02,Y
BATCH-2023-1791,2023-11-24,QC-01,PASS,,0.09,N
BATCH-2023-1792,2023-03-09,QC-04,PASS,,0.43,Y
BATCH-2023-1793,2024-02-06,QC-03,PASS,,0.38,N
