batch_id,inspection_date,inspector_id,product_type,pass_fail,defect_type,defect_rate_pct,rework_flag,sample_size,defects_found,measurement_tool,hold_released,customer_specific,remarks
BATCH-2024-0116,06/07/2023,QC-02,Disc Brake Caliper,REWORK,Porosity – casting defect,1.5863,Y,167.0,16.0,Visual,Y,OEM-TVS,Waived by OEM
BATCH-2023-0160,2023-08-08,QC-02,CV Joint,FAIL,Friction material cracking,6.4842,Y,63.0,12.0,Vernier,N,OEM-TVS,OK
BATCH-2023-0406,2024-06-25,QC-06,ABS Sensor Ring,PASS,,7.3866,N,31.0,0.0,Hardness tester,N,OEM-MARUTI,
BATCH-2023-0148,2022-12-27,QC-09,Disc Brake Caliper,PASS,,8.4456,N,159.0,0.0,Go/No-Go gauge,N,OEM-MARUTI,Customer concession raised
BATCH-2024-0226,07-06-2023,QC-06,Brake Pad Type B,PASS,,1.2702,,160.0,0.0,CMM,Y,OEM-BAJAJ,Escalated to QA Manager
BATCH-2024-0248,2021-03-06,QC-09,Brake Pad Type A,PASS,,10.4487,N,117.0,0.0,Torque wrench,Y,OEM-SUZUKI,Borderline – monitor next batch
BATCH-2022-0021,2023-02-18,QC-08,ABS Sensor Ring,PASS,,9.6157,N,26.0,,Torque wrench,Y,OEM-HONDA,Re-inspect after rework
BATCH-2024-0057,2021-09-15,QC-07,Clutch Plate,PASS,,4.3123,Y,,0.0,Hardness tester,Y,OEM-TATA,Customer concession raised
BATCH-2021-0367,28/11/2021,QC-02,Brake Pad Type B,PASS,,11.0321,N,192.0,0.0,CMM,Y,OEM-SUZUKI,Escalated to QA Manager
BATCH-2021-0443,2023-02-03,QC-01,Brake Pad Type A,PASS,,11.8686,Y,114.0,0.0,Visual,Y,OEM-FORD,Re-inspect after rework
BATCH-2023-0087,02/07/2023,QC-08,Brake Shoe,FAIL,Ovality – rotor,7.5802,Y,129.0,16.0,Go/No-Go gauge,Y,OEM-SUZUKI,OK
BATCH-2021-0067,2022-07-11,QC-06,Brake Shoe,PASS,,3.4099,Y,175.0,0.0,Vernier,Y,OEM-RENAULT,Waived by OEM
BATCH-2022-0353,2023-01-02,QC-05,Clutch Plate,PASS,,2.1216,N,124.0,0.0,Go/No-Go gauge,Y,OEM-FORD,Escalated to QA Manager
BATCH-2022-0314,2023-12-24,QC-05,Brake Shoe,PASS,,3.8345,N,73.0,0.0,Hardness tester,Y,OEM-SUZUKI,Borderline – monitor next batch
BATCH-2021-0427,2023-10-27,QC-09,Brake Shoe,PASS,,0.9726,Y,98.0,0.0,Torque wrench,Y,OEM-TVS,Re-inspect after rework
BATCH-2021-0244,2022-10-02,QC-03,Brake Disc,FAIL,Adhesive bond failure,1.5949,N,58.0,7.0,Go/No-Go gauge,N,,Escalated to QA Manager
BATCH-2021-0382,2024-12-22,QC-07,Drum Brake Assy,PASS,,0.0389,Y,164.0,0.0,Vernier,Y,OEM-HONDA,Waived by OEM
BATCH-2024-0357,2024-02-14,QC-06,Brake Shoe,PASS,,9.2086,Y,125.0,0.0,Height gauge,,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0450,2024-09-16,QC-05,Brake Disc,PASS,,2.2265,,86.0,0.0,CMM,N,OEM-HONDA,
BATCH-2022-0333,2021-08-29,QC-03,Brake Disc,PASS,,2.3555,Y,119.0,0.0,,N,OEM-MARUTI,Re-inspect after rework
BATCH-2024-0280,2024-10-28,QC-05,Disc Brake Caliper,FAIL,Dimensional out-of-spec,9.5217,N,119.0,15.0,Hardness tester,,,Waived by OEM
BATCH-2023-0249,2023-06-12,QC-02,Brake Shoe,PASS,,6.9338,N,65.0,0.0,Height gauge,Y,OEM-SUZUKI,Customer concession raised
BATCH-2023-0330,29-03-2024,QC-08,Brake Disc,PASS,,2.9096,N,53.0,0.0,,N,OEM-BAJAJ,OK
BATCH-2023-0233,30/07/2024,QC-09,Brake Pad Type A,REWORK,Corrosion pitting,6.2344,N,52.0,12.0,Height gauge,N,,Borderline – monitor next batch
BATCH-2022-0357,2023-04-17,QC-04,Brake Pad Type A,PASS,,9.8579,Y,134.0,0.0,CMM,Y,OEM-MAHINDRA,Customer concession raised
BATCH-2024-0143,2023-10-18,QC-04,ABS Sensor Ring,PASS,,5.4272,Y,153.0,0.0,Go/No-Go gauge,N,OEM-TVS,OK
BATCH-2021-0309,15-Jan-2021,QC-01,CV Joint,PASS,,10.417,N,26.0,0.0,Hardness tester,N,,OK
BATCH-2022-0133,2024-01-17,QC-09,Brake Pad Type A,REWORK,Ovality – rotor,1.0237,N,31.0,4.0,Hardness tester,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2021-0099,2023-06-11,QC-05,Drum Brake Assy,PASS,,0.8184,Y,52.0,0.0,Torque wrench,N,OEM-HYUNDAI,Waived by OEM
BATCH-2022-0320,2023-10-01,QC-08,Disc Brake Caliper,PASS,,5.9347,N,34.0,0.0,Torque wrench,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2024-0118,2022-11-20,QC-09,CV Joint,PASS,,11.5569,Y,70.0,0.0,Vernier,N,OEM-TATA,
BATCH-2022-0306,2021-07-11,QC-03,ABS Sensor Ring,FAIL,Noise under braking,5.654,Y,108.0,22.0,Hardness tester,N,OEM-HYUNDAI,Customer concession raised
BATCH-2021-0379,2022-07-15,QC-06,ABS Sensor Ring,PASS,,9.0988,Y,31.0,0.0,Torque wrench,Y,OEM-TATA,OK
BATCH-2023-0049,2021-07-05,QC-01,ABS Sensor Ring,PASS,,4.3025,Y,,0.0,Hardness tester,Y,OEM-MAHINDRA,
BATCH-2022-0228,2023-09-06,QC-08,Wheel Hub Assy,PASS,,4.9582,N,,0.0,Height gauge,N,OEM-TVS,Escalated to QA Manager
BATCH-2024-0433,06/21/2024,QC-01,ABS Sensor Ring,REWORK,Warpage > 0.3 mm,4.4731,Y,34.0,21.0,,N,,
BATCH-2024-0411,2024-12-21,QC-07,Brake Pad Type B,REWORK,Surface delamination,10.5102,Y,195.0,12.0,Height gauge,N,,Waived by OEM
BATCH-2021-0379,2021-02-11,QC-01,ABS Sensor Ring,PASS,,9.9553,N,162.0,0.0,,N,OEM-TATA,Customer concession raised
BATCH-2021-0427,2023-06-02,QC-05,Clutch Plate,PASS,,9.9044,Y,160.0,0.0,Hardness tester,N,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0360,09/04/2021,QC-05,Brake Pad Type B,PASS,,8.5414,Y,,0.0,Vernier,Y,,Customer concession raised
BATCH-2024-0378,17-09-2024,QC-08,Clutch Plate,PASS,,6.4465,,45.0,0.0,CMM,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2022-0149,2022-09-28,QC-06,Brake Disc,REWORK,Warpage > 0.3 mm,9.2791,Y,30.0,16.0,Height gauge,N,OEM-HONDA,Waived by OEM
BATCH-2024-0306,2024-11-13,QC-03,Clutch Plate,FAIL,Friction material cracking,8.9892,N,28.0,18.0,Visual,Y,,Re-inspect after rework
BATCH-2022-0074,2023-09-25,QC-05,Wheel Hub Assy,FAIL,Adhesive bond failure,1.5558,Y,32.0,7.0,Height gauge,N,OEM-MARUTI,Borderline – monitor next batch
BATCH-2024-0457,2023-02-05,QC-02,CV Joint,PASS,,8.8789,N,163.0,0.0,Torque wrench,Y,OEM-FORD,Re-inspect after rework
BATCH-2024-0231,2023-07-24,QC-05,Drum Brake Assy,PASS,,1.0406,Y,65.0,0.0,Hardness tester,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2023-0406,2022-07-14,QC-01,CV Joint,FAIL,Porosity – casting defect,8.1342,N,55.0,10.0,Hardness tester,N,OEM-MAHINDRA,OK
BATCH-2023-0045,2022-11-13,QC-01,Brake Pad Type B,PASS,,10.6383,Y,158.0,0.0,Height gauge,Y,,
BATCH-2023-0418,2024-03-06,QC-06,Clutch Plate,REWORK,Dimensional out-of-spec,6.2127,,61.0,11.0,Visual,Y,,Waived by OEM
BATCH-2023-0385,31-01-2024,QC-09,Brake Pad Type B,PASS,,10.4845,N,61.0,0.0,Torque wrench,N,OEM-TVS,
BATCH-2022-0352,2024-08-30,QC-04,Wheel Hub Assy,FAIL,Noise under braking,0.0119,N,196.0,12.0,Torque wrench,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2023-0047,2021-01-25,QC-09,Brake Pad Type B,PASS,,1.6549,N,160.0,0.0,Visual,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2022-0322,27-Sep-2022,QC-09,ABS Sensor Ring,PASS,,3.4948,N,100.0,,Hardness tester,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2024-0382,2022-06-24,QC-06,CV Joint,REWORK,Warpage > 0.3 mm,10.1996,Y,125.0,2.0,Visual,Y,OEM-HONDA,OK
BATCH-2024-0462,29/07/2022,QC-06,Brake Pad Type B,FAIL,Dimensional out-of-spec,6.4614,,191.0,22.0,Height gauge,N,OEM-TVS,Escalated to QA Manager
BATCH-2024-0089,2022-05-18,QC-05,CV Joint,REWORK,Porosity – casting defect,11.7719,Y,132.0,5.0,Visual,N,,Escalated to QA Manager
BATCH-2023-0383,2023-07-12,QC-03,Brake Disc,FAIL,Adhesive bond failure,7.2179,Y,179.0,13.0,Torque wrench,Y,OEM-FORD,Borderline – monitor next batch
BATCH-2024-0473,29-05-2024,QC-03,Drum Brake Assy,PASS,,9.9986,Y,66.0,0.0,Height gauge,,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2022-0392,2021-02-07,QC-04,Brake Pad Type A,PASS,,1.7339,Y,197.0,0.0,Torque wrench,Y,OEM-HONDA,Waived by OEM
BATCH-2022-0084,2022-11-02,QC-01,Brake Pad Type B,PASS,,5.9359,N,188.0,0.0,Height gauge,Y,,Waived by OEM
BATCH-2022-0464,12/06/2024,QC-06,CV Joint,PASS,,1.7432,,,0.0,Visual,Y,,OK
BATCH-2022-0446,2023-08-14,QC-05,Wheel Hub Assy,PASS,,9.8975,Y,,0.0,Hardness tester,Y,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0185,2024-10-29,QC-03,Brake Pad Type A,PASS,,9.704,Y,125.0,0.0,Vernier,Y,OEM-TATA,Customer concession raised
BATCH-2023-0475,2022-12-29,QC-03,Brake Pad Type A,FAIL,Friction material cracking,5.4845,N,55.0,3.0,Hardness tester,Y,OEM-HYUNDAI,OK
BATCH-2023-0118,2023-05-18,QC-07,Brake Pad Type B,REWORK,Friction material cracking,11.3214,N,91.0,12.0,CMM,Y,OEM-FORD,OK
BATCH-2021-0270,14-May-2024,QC-02,Clutch Plate,PASS,,6.2624,Y,187.0,0.0,CMM,N,,
BATCH-2023-0410,24-Jan-2023,QC-08,Brake Disc,PASS,,7.1873,N,108.0,0.0,Vernier,N,OEM-FORD,Borderline – monitor next batch
BATCH-2023-0123,2023-07-19,QC-09,Disc Brake Caliper,PASS,,0.7523,N,197.0,0.0,Go/No-Go gauge,N,OEM-HONDA,Escalated to QA Manager
BATCH-2021-0337,2021-04-21,QC-09,Brake Pad Type A,PASS,,5.5414,Y,50.0,0.0,Torque wrench,Y,OEM-HONDA,OK
BATCH-2024-0119,2022-02-03,QC-08,Disc Brake Caliper,PASS,,6.0357,N,168.0,0.0,CMM,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2022-0294,2024-03-01,QC-01,ABS Sensor Ring,PASS,,8.622,Y,122.0,0.0,Visual,Y,OEM-RENAULT,Waived by OEM
BATCH-2021-0332,05-10-2023,QC-06,Brake Disc,PASS,,9.7783,N,125.0,0.0,Visual,,,Waived by OEM
BATCH-2023-0004,24-Jun-2022,QC-01,Disc Brake Caliper,PASS,,1.5918,Y,80.0,0.0,Visual,Y,OEM-MARUTI,Re-inspect after rework
BATCH-2023-0168,2022-08-22,QC-01,Brake Shoe,PASS,,2.4075,Y,198.0,0.0,Visual,Y,OEM-TVS,Re-inspect after rework
BATCH-2023-0064,2023-07-25,QC-04,ABS Sensor Ring,PASS,,11.5214,Y,180.0,0.0,Height gauge,N,OEM-TVS,Re-inspect after rework
BATCH-2024-0065,2024-05-22,QC-06,Clutch Plate,PASS,,11.1935,N,108.0,0.0,Vernier,Y,OEM-TATA,Re-inspect after rework
BATCH-2022-0314,08-Jun-2022,QC-01,Brake Disc,FAIL,Porosity – casting defect,10.0462,Y,56.0,23.0,Vernier,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2021-0145,2023-05-30,QC-01,Brake Disc,REWORK,Warpage > 0.3 mm,8.6125,Y,104.0,16.0,Go/No-Go gauge,Y,,Escalated to QA Manager
BATCH-2021-0186,2023-07-24,QC-02,Clutch Plate,PASS,,3.0779,N,58.0,0.0,Torque wrench,,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2021-0368,2024-12-21,QC-09,Brake Pad Type B,PASS,,4.9405,Y,140.0,0.0,Height gauge,,,OK
BATCH-2024-0378,2024-07-17,QC-08,Brake Shoe,FAIL,Edge chipping,5.9341,N,134.0,12.0,Hardness tester,N,OEM-MARUTI,Customer concession raised
BATCH-2024-0252,2024-02-25,QC-05,Brake Pad Type A,REWORK,Corrosion pitting,7.9692,N,52.0,15.0,CMM,N,OEM-TATA,Customer concession raised
BATCH-2024-0093,19/04/2023,QC-07,Wheel Hub Assy,PASS,,3.3492,N,170.0,0.0,Vernier,,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2023-0456,22/12/2023,QC-08,Brake Pad Type A,PASS,,4.9823,N,,0.0,Height gauge,N,OEM-TATA,Re-inspect after rework
BATCH-2023-0496,2024-04-01,QC-09,Drum Brake Assy,PASS,,6.8532,Y,,0.0,Vernier,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0128,2023-06-09,QC-02,Clutch Plate,FAIL,Noise under braking,9.5549,N,42.0,25.0,Hardness tester,Y,,Re-inspect after rework
BATCH-2022-0166,2023-11-11,QC-05,ABS Sensor Ring,PASS,,7.9562,N,168.0,0.0,CMM,Y,OEM-FORD,Borderline – monitor next batch
BATCH-2021-0471,2023-08-23,QC-06,ABS Sensor Ring,PASS,,0.1096,Y,27.0,0.0,Visual,Y,OEM-FORD,Re-inspect after rework
BATCH-2021-0278,2024-04-12,QC-05,Disc Brake Caliper,PASS,,8.8444,Y,64.0,0.0,Vernier,Y,OEM-BAJAJ,Customer concession raised
BATCH-2024-0227,2023-02-17,QC-08,Disc Brake Caliper,PASS,,0.5124,N,149.0,0.0,Visual,Y,OEM-FORD,OK
BATCH-2022-0296,24/11/2024,QC-09,CV Joint,PASS,,5.4141,Y,184.0,0.0,Torque wrench,N,OEM-RENAULT,Customer concession raised
BATCH-2021-0110,18-03-2023,QC-08,Disc Brake Caliper,PASS,,0.3984,N,196.0,0.0,Height gauge,N,,Escalated to QA Manager
BATCH-2021-0248,2023-08-29,QC-02,Brake Pad Type B,PASS,,9.6875,N,62.0,0.0,Vernier,Y,OEM-RENAULT,OK
BATCH-2023-0373,2022-03-03,QC-08,Drum Brake Assy,PASS,,7.9027,Y,162.0,0.0,Height gauge,Y,OEM-HONDA,Waived by OEM
BATCH-2024-0005,2021-09-22,QC-07,CV Joint,REWORK,Porosity – casting defect,10.7377,Y,199.0,20.0,CMM,Y,OEM-HYUNDAI,
BATCH-2023-0262,2024-02-25,QC-09,Brake Disc,PASS,,3.1378,,177.0,0.0,Torque wrench,Y,OEM-HYUNDAI,Escalated to QA Manager
BATCH-2022-0432,2023-07-28,QC-07,CV Joint,PASS,,1.4657,Y,139.0,0.0,Go/No-Go gauge,N,OEM-BAJAJ,Escalated to QA Manager
BATCH-2024-0179,07/06/2024,QC-07,Brake Shoe,PASS,,2.5263,N,79.0,0.0,Visual,N,,Waived by OEM
BATCH-2021-0142,2024-05-05,QC-08,Drum Brake Assy,PASS,,5.4559,N,23.0,0.0,Visual,N,OEM-BAJAJ,Re-inspect after rework
BATCH-2024-0121,2021-03-26,QC-06,Brake Disc,PASS,,0.0816,Y,103.0,0.0,Visual,N,OEM-TVS,Escalated to QA Manager
BATCH-2021-0177,2022-04-21,QC-05,Brake Disc,PASS,,1.3969,Y,197.0,0.0,Hardness tester,N,OEM-TVS,Escalated to QA Manager
BATCH-2023-0296,23-Sep-2022,QC-01,Wheel Hub Assy,FAIL,Ovality – rotor,11.418,N,180.0,6.0,Torque wrench,N,OEM-RENAULT,Waived by OEM
BATCH-2023-0045,2022-01-07,QC-01,ABS Sensor Ring,FAIL,Noise under braking,3.4087,Y,,10.0,Vernier,Y,,OK
BATCH-2022-0170,2023-03-08,QC-02,Brake Disc,PASS,,8.0503,N,136.0,0.0,,,OEM-HYUNDAI,OK
BATCH-2021-0079,2022-12-21,QC-03,CV Joint,PASS,,5.6488,,36.0,0.0,CMM,Y,OEM-MARUTI,Borderline – monitor next batch
BATCH-2023-0374,04-Nov-2024,QC-06,Drum Brake Assy,PASS,,4.9845,Y,124.0,,CMM,N,OEM-TATA,Waived by OEM
BATCH-2024-0031,15/12/2022,QC-06,Brake Pad Type A,PASS,,0.8795,N,31.0,0.0,Torque wrench,Y,OEM-SUZUKI,Waived by OEM
BATCH-2024-0429,2024-03-18,QC-03,Brake Disc,PASS,,9.5629,Y,32.0,,Visual,N,OEM-SUZUKI,Escalated to QA Manager
BATCH-2023-0177,2022-03-07,QC-02,ABS Sensor Ring,PASS,,10.1218,N,64.0,0.0,Vernier,N,OEM-MAHINDRA,Re-inspect after rework
BATCH-2022-0166,2022-10-18,QC-08,CV Joint,FAIL,Warpage > 0.3 mm,0.2804,N,61.0,9.0,Vernier,N,OEM-FORD,Re-inspect after rework
BATCH-2024-0387,2024-05-10,QC-05,Brake Pad Type A,REWORK,Lining detachment,9.1281,N,172.0,9.0,Visual,N,OEM-HONDA,
BATCH-2023-0226,2024-02-13,QC-07,Clutch Plate,PASS,,9.2417,Y,185.0,0.0,Visual,N,,OK
BATCH-2023-0264,2023-10-16,QC-02,ABS Sensor Ring,PASS,,5.0268,Y,127.0,0.0,Torque wrench,Y,OEM-HONDA,Borderline – monitor next batch
BATCH-2024-0232,2023-01-21,QC-04,Disc Brake Caliper,PASS,,5.7256,N,153.0,0.0,Go/No-Go gauge,Y,OEM-TATA,OK
BATCH-2024-0343,2022-01-23,QC-07,CV Joint,PASS,,10.6858,N,179.0,0.0,Hardness tester,,OEM-TVS,Re-inspect after rework
BATCH-2021-0051,25-07-2023,QC-02,CV Joint,PASS,,4.2039,Y,76.0,0.0,Go/No-Go gauge,N,OEM-MAHINDRA,Borderline – monitor next batch
BATCH-2023-0214,2021-10-29,QC-02,CV Joint,PASS,,5.3467,N,166.0,0.0,Go/No-Go gauge,Y,,Customer concession raised
BATCH-2024-0038,16-Nov-2023,QC-03,Wheel Hub Assy,PASS,,6.0173,N,98.0,0.0,Torque wrench,Y,OEM-BAJAJ,Waived by OEM
BATCH-2024-0080,2023-10-15,QC-02,Disc Brake Caliper,PASS,,0.1549,Y,135.0,0.0,Torque wrench,Y,OEM-MAHINDRA,OK
BATCH-2022-0442,2023-02-03,QC-06,Disc Brake Caliper,PASS,,5.8792,Y,185.0,0.0,CMM,Y,,Customer concession raised
BATCH-2023-0045,2021-04-09,QC-05,Brake Pad Type A,REWORK,Improper heat treatment,11.5874,,151.0,,Height gauge,Y,OEM-BAJAJ,
BATCH-2021-0295,2024-01-24,QC-05,Brake Shoe,PASS,,3.9415,N,161.0,0.0,,Y,OEM-FORD,
BATCH-2023-0045,2023-02-28,QC-04,Brake Shoe,PASS,,4.9126,N,177.0,0.0,Hardness tester,Y,OEM-BAJAJ,Customer concession raised
BATCH-2023-0017,2022-01-28,QC-02,Wheel Hub Assy,PASS,,0.0317,N,58.0,0.0,Height gauge,N,OEM-MAHINDRA,Escalated to QA Manager
BATCH-2022-0059,2023-02-24,QC-05,Disc Brake Caliper,PASS,,11.2685,N,176.0,0.0,Hardness tester,N,OEM-MARUTI,Re-inspect after rework
BATCH-2021-0165,2022-10-28,QC-02,Brake Pad Type B,PASS,,5.4618,N,155.0,0.0,CMM,Y,,Customer concession raised
BATCH-2024-0331,2024-01-15,QC-08,CV Joint,PASS,,0.861,,39.0,0.0,Vernier,Y,,Escalated to QA Manager
BATCH-2023-0083,2023-02-13,QC-01,Brake Pad Type B,REWORK,Edge chipping,6.0599,N,139.0,4.0,Hardness tester,N,OEM-RENAULT,OK
BATCH-2021-0297,2021-12-08,QC-06,Clutch Plate,PASS,,0.1444,N,66.0,0.0,Go/No-Go gauge,,,
BATCH-2021-0418,2023-03-07,QC-06,CV Joint,PASS,,9.5481,N,,0.0,Visual,N,OEM-TATA,Re-inspect after rework
BATCH-2024-0064,2023-12-22,QC-02,Disc Brake Caliper,PASS,,1.4145,Y,48.0,0.0,Go/No-Go gauge,N,,Borderline – monitor next batch
BATCH-2023-0446,2023-09-15,QC-03,Clutch Plate,REWORK,Vibration at speed,9.2575,Y,36.0,12.0,Torque wrench,,OEM-TATA,Escalated to QA Manager
BATCH-2023-0254,2021-07-16,QC-09,CV Joint,PASS,,8.415,N,112.0,,Vernier,N,OEM-TVS,Waived by OEM
BATCH-2024-0275,2022-03-02,QC-05,CV Joint,FAIL,Noise under braking,2.5329,N,199.0,8.0,Vernier,Y,OEM-TVS,Re-inspect after rework
BATCH-2024-0071,2023-11-30,QC-05,Brake Disc,REWORK,Corrosion pitting,0.2057,Y,73.0,23.0,Hardness tester,N,,Waived by OEM
BATCH-2023-0381,06/24/2023,QC-09,Wheel Hub Assy,PASS,,1.8808,N,175.0,0.0,Torque wrench,Y,,Customer concession raised
BATCH-2023-0087,2021-11-15,QC-07,CV Joint,PASS,,4.8664,Y,,0.0,Torque wrench,Y,OEM-HONDA,Customer concession raised
BATCH-2022-0441,2024-07-09,QC-02,Disc Brake Caliper,PASS,,0.5167,Y,154.0,0.0,Go/No-Go gauge,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2024-0067,2021-04-11,QC-09,Brake Shoe,PASS,,9.2124,N,64.0,0.0,Go/No-Go gauge,Y,,Re-inspect after rework
BATCH-2024-0001,2021-05-28,QC-01,Clutch Plate,PASS,,11.2767,Y,187.0,0.0,Hardness tester,,OEM-HONDA,Waived by OEM
BATCH-2021-0111,2024-11-02,QC-04,Brake Disc,REWORK,Warpage > 0.3 mm,10.9062,Y,23.0,23.0,Vernier,N,,Customer concession raised
BATCH-2022-0244,2022-11-18,QC-02,Disc Brake Caliper,REWORK,Improper heat treatment,7.4063,N,199.0,13.0,,Y,OEM-HONDA,Borderline – monitor next batch
BATCH-2024-0293,2023-08-16,QC-09,Wheel Hub Assy,PASS,,8.9964,N,190.0,0.0,Go/No-Go gauge,N,OEM-HONDA,Escalated to QA Manager
BATCH-2022-0471,2022-06-19,QC-09,Disc Brake Caliper,PASS,,3.5169,Y,39.0,0.0,Vernier,N,OEM-SUZUKI,Re-inspect after rework
BATCH-2022-0023,2021-05-18,QC-06,Drum Brake Assy,PASS,,5.2352,N,61.0,0.0,CMM,Y,OEM-MARUTI,Escalated to QA Manager
BATCH-2023-0137,2022-06-18,QC-09,Wheel Hub Assy,PASS,,0.9544,,31.0,0.0,Torque wrench,Y,OEM-FORD,Waived by OEM
BATCH-2022-0075,2022-05-17,QC-05,Wheel Hub Assy,PASS,,2.7559,N,136.0,0.0,Torque wrench,N,OEM-MAHINDRA,OK
BATCH-2024-0281,2024-09-04,QC-03,Brake Disc,PASS,,6.159,,58.0,0.0,Go/No-Go gauge,Y,OEM-TVS,Waived by OEM
BATCH-2021-0402,2021-10-13,QC-08,Disc Brake Caliper,PASS,,1.649,Y,159.0,0.0,Height gauge,N,,Re-inspect after rework
BATCH-2024-0357,2022-02-28,QC-09,Wheel Hub Assy,PASS,,1.9241,Y,180.0,0.0,Vernier,N,OEM-MARUTI,OK
BATCH-2021-0159,2023-12-01,QC-08,ABS Sensor Ring,PASS,,6.1826,N,86.0,0.0,Torque wrench,N,OEM-SUZUKI,Customer concession raised
BATCH-2021-0062,02/05/2023,QC-05,Disc Brake Caliper,PASS,,7.452,Y,185.0,0.0,Hardness tester,N,OEM-HYUNDAI,Waived by OEM
BATCH-2023-0328,2022-09-18,QC-08,Drum Brake Assy,FAIL,Improper heat treatment,2.8549,N,43.0,,Torque wrench,Y,OEM-HYUNDAI,Re-inspect after rework
BATCH-2023-0219,03/08/2024,QC-05,Brake Shoe,PASS,,9.8602,Y,40.0,0.0,Torque wrench,Y,,
BATCH-2024-0437,2024-10-18,QC-05,Drum Brake Assy,PASS,,7.6329,N,77.0,0.0,Visual,,,Borderline – monitor next batch
BATCH-2024-0074,2022-05-29,QC-05,Brake Pad Type A,PASS,,9.8931,Y,178.0,0.0,Hardness tester,Y,OEM-FORD,OK
BATCH-2021-0315,2021-07-19,QC-06,ABS Sensor Ring,PASS,,3.7934,N,22.0,0.0,Visual,Y,OEM-RENAULT,Customer concession raised
BATCH-2024-0074,2023-07-02,QC-08,Clutch Plate,PASS,,3.6516,Y,92.0,0.0,Visual,Y,,Customer concession raised
BATCH-2021-0062,24-May-2023,QC-06,ABS Sensor Ring,PASS,,7.1666,N,49.0,0.0,Hardness tester,Y,OEM-MAHINDRA,Re-inspect after rework
BATCH-2021-0164,2023-11-27,QC-09,Brake Shoe,REWORK,Ovality – rotor,4.4867,N,,24.0,Torque wrench,Y,OEM-BAJAJ,Re-inspect after rework
BATCH-2024-0422,2022-12-23,QC-02,Brake Pad Type B,PASS,,9.2852,Y,54.0,0.0,Go/No-Go gauge,Y,OEM-RENAULT,Escalated to QA Manager
BATCH-2024-0316,2022-01-17,QC-01,Clutch Plate,REWORK,Vibration at speed,0.1664,Y,114.0,14.0,Visual,N,OEM-RENAULT,Borderline – monitor next batch
BATCH-2021-0496,06/22/2022,QC-08,Clutch Plate,PASS,,0.6854,N,52.0,0.0,CMM,Y,,Customer concession raised
BATCH-2024-0158,2024-04-12,QC-02,Drum Brake Assy,PASS,,6.7753,Y,99.0,0.0,Height gauge,N,OEM-HONDA,Borderline – monitor next batch
BATCH-2022-0399,29/04/2023,QC-06,Wheel Hub Assy,REWORK,Dimensional out-of-spec,11.2929,N,134.0,10.0,,Y,OEM-MAHINDRA,Waived by OEM
BATCH-2023-0425,2022-05-23,QC-04,ABS Sensor Ring,REWORK,Lining detachment,0.4764,,36.0,0.0,CMM,,OEM-RENAULT,Re-inspect after rework
BATCH-2021-0287,2021-06-02,QC-05,Clutch Plate,REWORK,Vibration at speed,1.9732,,85.0,4.0,Go/No-Go gauge,,OEM-SUZUKI,Waived by OEM
BATCH-2021-0231,2021-11-01,QC-07,Brake Shoe,PASS,,5.4224,N,159.0,0.0,Go/No-Go gauge,Y,OEM-TVS,OK
BATCH-2022-0213,25-Jan-2022,QC-07,Brake Disc,REWORK,Warpage > 0.3 mm,4.9523,N,180.0,22.0,Vernier,Y,OEM-HONDA,Customer concession raised
BATCH-2023-0434,2021-06-25,QC-03,Wheel Hub Assy,PASS,,1.9194,N,141.0,0.0,Height gauge,N,OEM-SUZUKI,Borderline – monitor next batch
BATCH-2023-0384,2021-01-29,QC-07,Brake Disc,PASS,,0.1822,N,28.0,0.0,Go/No-Go gauge,Y,,Waived by OEM
BATCH-2021-0310,2024-03-28,QC-03,Brake Pad Type A,PASS,,4.9869,Y,,0.0,Hardness tester,Y,OEM-FORD,Customer concession raised
BATCH-2023-0358,2021-08-01,QC-04,Brake Shoe,REWORK,Adhesive bond failure,5.7902,N,95.0,19.0,,N,OEM-HONDA,Re-inspect after rework
BATCH-2022-0111,17-10-2022,QC-08,Brake Pad Type B,FAIL,Friction material cracking,2.1678,N,146.0,21.0,Visual,N,OEM-RENAULT,Borderline – monitor next batch
BATCH-2024-0299,2023-11-03,QC-06,Brake Disc,PASS,,4.3554,N,43.0,0.0,CMM,N,,Escalated to QA Manager
