dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number
2023-10-12,D-1259,OEM-TATA,Clutch Assembly,955,BATCH-2024-2987,MH12-4874
2023-02-23,D-1260,OEM-TATA,Clutch Assembly,463,BATCH-2023-1709,MH12-4728
2023-11-17,D-1261,OEM-BAJAJ,Clutch Assembly,492,BATCH-2023-0580,MH12-8258
2024-03-04,D-1262,OEM-BAJAJ,Brake Pad Type A,813,"BATCH-2023-2538,BATCH-2023-3196",MH12-4334
2024-05-02,D-1263,OEM-TATA,Brake Pad Type B,697,BATCH-2024-2413,MH12-9049
2024-06-06,D-1264,OEM-BAJAJ,Brake Pad Type A,756,BATCH-2023-0459,MH12-5990
2023-05-17,D-1265,OEM-BAJAJ,Brake Pad Type B,760,BATCH-2024-3386,MH12-5391
2024-06-19,D-1266,OEM-BAJAJ,Brake Pad Type A,622,"BATCH-2024-5357,BATCH-2024-2108",MH12-2864
2023-06-30,D-1267,OEM-TATA,Clutch Assembly,277,BATCH-2023-3958,MH12-1043
2023-12-22,D-1268,OEM-MAHINDRA,Brake Pad Type A,710,BATCH-2023-2697,MH12-4402
2023-04-13,D-1269,OEM-TATA,Clutch Assembly,899,BATCH-2023-2258,MH12-3700
2024-02-28,D-1270,OEM-BAJAJ,Clutch Assembly,624,BATCH-2024-3148,MH12-6250
2023-03-24,D-1271,OEM-BAJAJ,Brake Pad Type B,218,BATCH-2023-0528,MH12-8380
2024-06-11,D-1272,OEM-BAJAJ,Clutch Assembly,948,BATCH-2024-2792,MH12-9069
2024-05-04,D-1273,OEM-BAJAJ,Clutch Assembly,909,BATCH-2024-1745,MH12-8094
2023-05-09,D-1274,OEM-BAJAJ,Clutch Assembly,287,BATCH-2023-2630,MH12-3132
2023-03-30,D-1275,OEM-MAHINDRA,Brake Pad Type B,614,BATCH-2024-2511,MH12-3111
2024-05-26,D-1276,OEM-MAHINDRA,Brake Pad Type B,628,BATCH-2023-4967,MH12-7648
2023-09-24,D-1277,OEM-BAJAJ,Brake Pad Type A,564,BATCH-2024-2460,MH12-8565
2023-12-18,D-1278,OEM-MAHINDRA,Clutch Assembly,865,BATCH-2024-1411,MH12-7807
2023-08-23,D-1279,OEM-TATA,Clutch Assembly,774,"BATCH-2023-1955,BATCH-2024-1654",MH12-2530
2023-08-12,D-1280,OEM-TATA,Brake Pad Type B,591,BATCH-2023-3524,MH12-3402
2024-02-29,D-1281,OEM-BAJAJ,Brake Pad Type A,419,BATCH-2024-2559,MH12-7667
2023-12-01,D-1282,OEM-TATA,Brake Pad Type B,894,"BATCH-2024-4831,BATCH-2024-1316",MH12-8577
2023-08-10,D-1283,OEM-TATA,Brake Pad Type A,661,BATCH-2023-1032,MH12-4010
2024-02-22,D-1284,OEM-MAHINDRA,Brake Pad Type A,530,BATCH-2024-1234,MH12-2042
2024-03-14,D-1285,OEM-TATA,Brake Pad Type B,535,"BATCH-2024-2140,BATCH-2024-4001",MH12-4427
2024-01-23,D-1286,OEM-BAJAJ,Clutch Assembly,889,BATCH-2024-3582,MH12-6025
2024-07-19,D-1287,OEM-MAHINDRA,Clutch Assembly,283,"BATCH-2024-0513,BATCH-2023-4574",MH12-8927
2024-05-14,D-1288,OEM-TATA,Brake Pad Type A,826,BATCH-2024-3217,MH12-3437
2023-09-01,D-1289,OEM-MAHINDRA,Brake Pad Type A,494,BATCH-2023-1682,MH12-3552
2023-09-22,D-1290,OEM-MAHINDRA,Clutch Assembly,450,BATCH-2024-2451,MH12-4006
2023-11-21,D-1291,OEM-TATA,Brake Pad Type A,644,"BATCH-2024-1996,BATCH-2023-4229",MH12-9962
2023-07-09,D-1292,OEM-BAJAJ,Clutch Assembly,379,BATCH-2024-4492,MH12-8759
2023-02-02,D-1293,OEM-MAHINDRA,Brake Pad Type A,947,BATCH-2024-5318,MH12-3664
2023-04-10,D-1294,OEM-TATA,Clutch Assembly,242,BATCH-2023-3456,MH12-7352
2023-03-18,D-1295,OEM-TATA,Clutch Assembly,921,BATCH-2023-5200,MH12-8788
2023-11-04,D-1296,OEM-MAHINDRA,Brake Pad Type B,742,BATCH-2023-3970,MH12-9848
2023-06-01,D-1297,OEM-MAHINDRA,Clutch Assembly,929,BATCH-2023-5339,MH12-5798
2023-07-22,D-1298,OEM-BAJAJ,Brake Pad Type A,499,BATCH-2023-3051,MH12-2259
2023-06-07,D-1299,OEM-MAHINDRA,Brake Pad Type B,689,BATCH-2024-2969,MH12-8010
2023-05-14,D-1300,OEM-BAJAJ,Brake Pad Type A,465,BATCH-2023-4264,MH12-8021
2023-03-23,D-1301,OEM-MAHINDRA,Brake Pad Type B,457,BATCH-2024-4954,MH12-6833
2024-02-28,D-1302,OEM-MAHINDRA,Brake Pad Type A,533,BATCH-2023-1589,MH12-3986
2024-04-05,D-1303,OEM-MAHINDRA,Clutch Assembly,636,"BATCH-2023-3121,BATCH-2023-0429",MH12-3193
2024-01-14,D-1304,OEM-BAJAJ,Brake Pad Type B,252,"BATCH-2024-4488,BATCH-2023-1589",MH12-3757
2024-03-25,D-1305,OEM-MAHINDRA,Clutch Assembly,411,BATCH-2024-1874,MH12-8850
2023-08-15,D-1306,OEM-MAHINDRA,Brake Pad Type A,822,BATCH-2023-1724,MH12-1906
2023-02-18,D-1307,OEM-BAJAJ,Clutch Assembly,461,"BATCH-2024-4039,BATCH-2024-3274",MH12-6179
2023-07-10,D-1308,OEM-MAHINDRA,Brake Pad Type A,242,BATCH-2023-4451,MH12-1767
2023-12-31,D-1309,OEM-TATA,Brake Pad Type A,460,BATCH-2023-3129,MH12-6499
2023-11-04,D-1310,OEM-TATA,Brake Pad Type A,924,BATCH-2023-2969,MH12-6677
2024-02-17,D-1311,OEM-BAJAJ,Brake Pad Type B,709,BATCH-2023-4764,MH12-6152
2024-06-15,D-1312,OEM-MAHINDRA,Clutch Assembly,981,BATCH-2023-3576,MH12-9196
2023-04-01,D-1313,OEM-TATA,Brake Pad Type A,219,BATCH-2023-5231,MH12-1140
2024-04-13,D-1314,OEM-TATA,Brake Pad Type A,993,BATCH-2023-4495,MH12-7042
2024-07-23,D-1315,OEM-BAJAJ,Clutch Assembly,655,BATCH-2024-1957,MH12-4336
2023-04-29,D-1316,OEM-MAHINDRA,Clutch Assembly,988,BATCH-2023-2475,MH12-6566
2023-08-05,D-1317,OEM-MAHINDRA,Brake Pad Type B,258,BATCH-2024-2265,MH12-3481
2024-03-24,D-1318,OEM-BAJAJ,Clutch Assembly,210,BATCH-2023-2547,MH12-5215
2023-03-16,D-1319,OEM-MAHINDRA,Brake Pad Type A,412,BATCH-2023-1245,MH12-5700
2024-02-10,D-1320,OEM-TATA,Clutch Assembly,742,"BATCH-2024-3135,BATCH-2023-2954",MH12-5842
2024-06-02,D-1321,OEM-TATA,Brake Pad Type B,344,BATCH-2024-1412,MH12-3512
2024-07-17,D-1322,OEM-TATA,Brake Pad Type B,325,BATCH-2024-5351,MH12-4777
2023-12-22,D-1323,OEM-BAJAJ,Clutch Assembly,826,BATCH-2024-3349,MH12-5863
2023-10-09,D-1324,OEM-TATA,Brake Pad Type A,799,BATCH-2024-5387,MH12-5882
2024-05-21,D-1325,OEM-MAHINDRA,Clutch Assembly,595,BATCH-2024-1885,MH12-8392
2024-05-15,D-1326,OEM-TATA,Brake Pad Type B,268,BATCH-2024-5264,MH12-6963
2023-08-06,D-1327,OEM-TATA,Brake Pad Type A,867,BATCH-2024-1614,MH12-1843
2024-04-13,D-1328,OEM-MAHINDRA,Brake Pad Type A,265,"BATCH-2024-3605,BATCH-2023-5196",MH12-5029
2023-12-30,D-1329,OEM-BAJAJ,Clutch Assembly,268,BATCH-2024-3981,MH12-3766
2024-04-18,D-1330,OEM-TATA,Brake Pad Type B,959,BATCH-2024-2736,MH12-4405
2023-10-06,D-1331,OEM-BAJAJ,Brake Pad Type A,206,"BATCH-2024-0227,BATCH-2024-2104",MH12-7982
2024-07-01,D-1332,OEM-TATA,Brake Pad Type A,381,BATCH-2023-3573,MH12-2775
2023-07-21,D-1333,OEM-MAHINDRA,Brake Pad Type A,362,BATCH-2023-4333,MH12-1271
2024-06-29,D-1334,OEM-MAHINDRA,Brake Pad Type B,603,BATCH-2023-0504,MH12-4880
2023-09-23,D-1335,OEM-MAHINDRA,Clutch Assembly,574,BATCH-2024-1646,MH12-4260
2023-03-15,D-1336,OEM-TATA,Clutch Assembly,915,BATCH-2023-2126,MH12-9826
2024-04-17,D-1337,OEM-TATA,Brake Pad Type B,500,BATCH-2024-1137,MH12-1055
2023-08-21,D-1338,OEM-BAJAJ,Clutch Assembly,813,"BATCH-2024-4028,BATCH-2024-0490",MH12-2568
2024-05-08,D-1339,OEM-BAJAJ,Brake Pad Type B,909,BATCH-2024-2601,MH12-1243
2023-11-26,D-1340,OEM-BAJAJ,Brake Pad Type A,567,BATCH-2024-1792,MH12-8126
2024-01-23,D-1341,OEM-MAHINDRA,Clutch Assembly,252,"BATCH-2024-1456,BATCH-2024-1599",MH12-5552
2023-08-24,D-1342,OEM-MAHINDRA,Brake Pad Type B,655,BATCH-2023-0237,MH12-8724
2024-03-09,D-1343,OEM-TATA,Brake Pad Type A,616,BATCH-2023-0013,MH12-1095
2023-05-19,D-1344,OEM-MAHINDRA,Brake Pad Type A,294,BATCH-2024-3601,MH12-9731
2023-11-12,D-1345,OEM-BAJAJ,Brake Pad Type A,263,"BATCH-2023-2181,BATCH-2024-4405",MH12-7289
2023-06-28,D-1346,OEM-BAJAJ,Brake Pad Type B,500,BATCH-2023-2809,MH12-4312
2024-07-13,D-1347,OEM-MAHINDRA,Brake Pad Type A,752,"BATCH-2024-4440,BATCH-2023-4854",MH12-1616
2023-02-14,D-1348,OEM-BAJAJ,Brake Pad Type A,614,BATCH-2024-0785,MH12-1543
2023-09-01,D-1349,OEM-MAHINDRA,Clutch Assembly,844,BATCH-2024-1482,MH12-6878
2023-12-18,D-1350,OEM-TATA,Brake Pad Type A,599,BATCH-2023-0580,MH12-5468
2023-12-02,D-1351,OEM-TATA,Clutch Assembly,681,BATCH-2024-3938,MH12-5675
2024-03-26,D-1352,OEM-TATA,Brake Pad Type A,911,BATCH-2024-1734,MH12-7044
2024-02-17,D-1353,OEM-BAJAJ,Brake Pad Type A,591,BATCH-2024-4913,MH12-7463
2023-08-04,D-1354,OEM-BAJAJ,Clutch Assembly,256,BATCH-2023-0947,MH12-4726
2023-04-27,D-1355,OEM-BAJAJ,Brake Pad Type B,229,BATCH-2024-5365,MH12-5658
2023-05-06,D-1356,OEM-BAJAJ,Brake Pad Type B,451,BATCH-2024-3600,MH12-1299
2024-05-11,D-1357,OEM-MAHINDRA,Clutch Assembly,666,BATCH-2023-3133,MH12-4769
2023-09-11,D-1358,OEM-BAJAJ,Brake Pad Type A,524,BATCH-2023-2467,MH12-8387
2023-08-24,D-1359,OEM-BAJAJ,Brake Pad Type A,282,BATCH-2023-2834,MH12-6604
2024-02-09,D-1360,OEM-MAHINDRA,Clutch Assembly,693,BATCH-2024-0723,MH12-8296
2023-07-22,D-1361,OEM-TATA,Clutch Assembly,345,BATCH-2024-1770,MH12-3668
2024-04-21,D-1362,OEM-BAJAJ,Clutch Assembly,333,BATCH-2024-2988,MH12-4863
2024-06-29,D-1363,OEM-BAJAJ,Clutch Assembly,999,"BATCH-2024-2335,BATCH-2023-1510",MH12-6682
2024-01-13,D-1364,OEM-BAJAJ,Brake Pad Type A,537,BATCH-2023-4227,MH12-4098
2023-08-28,D-1365,OEM-TATA,Brake Pad Type A,356,BATCH-2024-5308,MH12-3821
2024-02-09,D-1366,OEM-BAJAJ,Brake Pad Type B,478,BATCH-2023-2743,MH12-7766
2023-04-03,D-1367,OEM-TATA,Brake Pad Type A,473,"BATCH-2024-3547,BATCH-2023-2394",MH12-9261
2024-02-24,D-1368,OEM-MAHINDRA,Brake Pad Type A,901,BATCH-2024-2810,MH12-5318
2024-04-04,D-1369,OEM-TATA,Clutch Assembly,806,BATCH-2024-4027,MH12-7494
2023-09-16,D-1370,OEM-MAHINDRA,Brake Pad Type B,848,"BATCH-2023-1053,BATCH-2023-4825",MH12-4976
2024-06-08,D-1371,OEM-MAHINDRA,Clutch Assembly,649,"BATCH-2023-5147,BATCH-2024-1732",MH12-4014
2024-06-05,D-1372,OEM-TATA,Clutch Assembly,572,BATCH-2023-2395,MH12-1467
2024-06-22,D-1373,OEM-MAHINDRA,Brake Pad Type B,916,"BATCH-2024-0677,BATCH-2024-3311",MH12-2301
2024-03-15,D-1374,OEM-BAJAJ,Clutch Assembly,548,"BATCH-2023-3968,BATCH-2024-4742",MH12-4962
2023-09-13,D-1375,OEM-BAJAJ,Brake Pad Type A,901,BATCH-2024-0743,MH12-9422
2023-04-28,D-1376,OEM-BAJAJ,Brake Pad Type A,997,BATCH-2024-4501,MH12-9392
2023-10-06,D-1377,OEM-TATA,Clutch Assembly,209,BATCH-2024-0915,MH12-9051
2024-02-05,D-1378,OEM-TATA,Brake Pad Type A,307,BATCH-2023-5104,MH12-5431
2023-05-26,D-1379,OEM-MAHINDRA,Brake Pad Type A,1000,BATCH-2023-4437,MH12-8705
2023-03-24,D-1380,OEM-MAHINDRA,Brake Pad Type A,955,"BATCH-2024-0183,BATCH-2023-5110",MH12-4047
2023-10-10,D-1381,OEM-MAHINDRA,Brake Pad Type A,755,BATCH-2023-2615,MH12-1544
2023-02-18,D-1382,OEM-TATA,Brake Pad Type A,631,BATCH-2023-4660,MH12-6729
2024-04-30,D-1383,OEM-MAHINDRA,Clutch Assembly,545,BATCH-2023-2320,MH12-8095
2023-10-20,D-1384,OEM-MAHINDRA,Brake Pad Type A,457,BATCH-2023-1263,MH12-3853
2023-05-22,D-1385,OEM-BAJAJ,Brake Pad Type A,296,BATCH-2024-2265,MH12-5172
2024-04-18,D-1386,OEM-BAJAJ,Clutch Assembly,809,"BATCH-2023-3600,BATCH-2023-1924",MH12-1411
2024-01-05,D-1387,OEM-TATA,Brake Pad Type B,710,BATCH-2023-3529,MH12-2349
2023-09-25,D-1388,OEM-BAJAJ,Clutch Assembly,820,BATCH-2023-4255,MH12-1921
2024-03-04,D-1389,OEM-MAHINDRA,Clutch Assembly,600,BATCH-2024-4697,MH12-7387
2023-07-04,D-1390,OEM-MAHINDRA,Clutch Assembly,878,BATCH-2024-0065,MH12-1834
2024-04-28,D-1391,OEM-MAHINDRA,Brake Pad Type A,284,BATCH-2024-2907,MH12-9418
2024-05-08,D-1392,OEM-BAJAJ,Brake Pad Type B,908,BATCH-2024-0415,MH12-5255
2023-04-15,D-1393,OEM-MAHINDRA,Brake Pad Type A,837,BATCH-2023-2961,MH12-1471
2023-06-07,D-1394,OEM-MAHINDRA,Brake Pad Type B,433,BATCH-2024-1570,MH12-6351
2023-02-28,D-1395,OEM-BAJAJ,Clutch Assembly,361,BATCH-2023-0930,MH12-7136
2023-02-02,D-1396,OEM-MAHINDRA,Brake Pad Type B,280,BATCH-2023-4251,MH12-1116
2023-05-20,D-1397,OEM-TATA,Brake Pad Type B,846,BATCH-2024-2959,MH12-4209
2024-07-22,D-1398,OEM-TATA,Brake Pad Type A,736,"BATCH-2024-0053,BATCH-2024-2518",MH12-6245
2023-05-30,D-1399,OEM-BAJAJ,Brake Pad Type B,349,BATCH-2023-2041,MH12-7970
2024-01-09,D-1400,OEM-MAHINDRA,Brake Pad Type B,633,BATCH-2023-1693,MH12-5770
2023-10-06,D-1401,OEM-TATA,Brake Pad Type A,657,BATCH-2024-5268,MH12-7063
2023-11-15,D-1402,OEM-MAHINDRA,Clutch Assembly,910,"BATCH-2024-2841,BATCH-2023-2002",MH12-4994
2023-06-15,D-1403,OEM-MAHINDRA,Clutch Assembly,600,BATCH-2024-0672,MH12-9255
2023-03-12,D-1404,OEM-BAJAJ,Brake Pad Type B,643,BATCH-2024-1176,MH12-1122
2023-03-01,D-1405,OEM-BAJAJ,Clutch Assembly,321,BATCH-2024-0140,MH12-9973
2023-02-06,D-1406,OEM-TATA,Brake Pad Type B,319,BATCH-2024-0648,MH12-2309
2023-08-27,D-1407,OEM-TATA,Brake Pad Type A,844,"BATCH-2024-2593,BATCH-2023-2551",MH12-6994
2024-07-01,D-1408,OEM-TATA,Brake Pad Type B,716,BATCH-2023-4317,MH12-6874
2024-05-22,D-1409,OEM-BAJAJ,Clutch Assembly,852,BATCH-2023-1374,MH12-1639
2024-05-07,D-1410,OEM-BAJAJ,Brake Pad Type B,631,BATCH-2023-4989,MH12-1460
2024-01-18,D-1411,OEM-MAHINDRA,Clutch Assembly,922,BATCH-2023-4178,MH12-7160
2023-06-30,D-1412,OEM-BAJAJ,Brake Pad Type B,588,BATCH-2023-1985,MH12-7694
2023-04-27,D-1413,OEM-BAJAJ,Clutch Assembly,903,BATCH-2023-0423,MH12-8499
2023-07-08,D-1414,OEM-MAHINDRA,Brake Pad Type B,348,BATCH-2024-4944,MH12-2544
2023-06-20,D-1415,OEM-MAHINDRA,Brake Pad Type B,614,BATCH-2023-0856,MH12-4143
2023-05-20,D-1416,OEM-MAHINDRA,Brake Pad Type B,898,BATCH-2024-0231,MH12-8149
2024-06-28,D-1417,OEM-MAHINDRA,Brake Pad Type B,647,BATCH-2024-3973,MH12-3646
2024-02-24,D-1418,OEM-BAJAJ,Brake Pad Type A,860,BATCH-2024-1432,MH12-3381
2024-05-12,D-1419,OEM-MAHINDRA,Brake Pad Type B,949,"BATCH-2024-4859,BATCH-2024-3325",MH12-6510
2024-07-14,D-1420,OEM-TATA,Clutch Assembly,307,BATCH-2023-0654,MH12-3717
2023-08-15,D-1421,OEM-TATA,Brake Pad Type B,498,BATCH-2023-1524,MH12-6478
2023-05-04,D-1422,OEM-MAHINDRA,Brake Pad Type B,827,BATCH-2023-4467,MH12-9572
2023-04-29,D-1423,OEM-BAJAJ,Clutch Assembly,880,BATCH-2024-0040,MH12-1778
2024-05-30,D-1424,OEM-BAJAJ,Brake Pad Type A,431,BATCH-2024-3364,MH12-1992
2023-08-25,D-1425,OEM-BAJAJ,Brake Pad Type A,287,"BATCH-2023-2843,BATCH-2024-1194",MH12-4107
2024-01-13,D-1426,OEM-BAJAJ,Brake Pad Type A,875,"BATCH-2024-2158,BATCH-2024-1091",MH12-7129
2024-05-25,D-1427,OEM-TATA,Clutch Assembly,957,BATCH-2023-5206,MH12-2487
2023-09-30,D-1428,OEM-MAHINDRA,Clutch Assembly,289,BATCH-2023-2776,MH12-6901
2023-05-20,D-1429,OEM-TATA,Brake Pad Type A,690,BATCH-2024-4999,MH12-3301
2024-02-11,D-1430,OEM-BAJAJ,Clutch Assembly,661,"BATCH-2023-4373,BATCH-2024-1753",MH12-6704
2023-11-22,D-1431,OEM-BAJAJ,Brake Pad Type B,685,BATCH-2023-1574,MH12-4238
2023-06-03,D-1432,OEM-TATA,Brake Pad Type B,396,"BATCH-2024-1761,BATCH-2023-2225",MH12-5084
2023-02-08,D-1433,OEM-MAHINDRA,Clutch Assembly,354,BATCH-2023-3448,MH12-8124
2024-03-17,D-1434,OEM-TATA,Brake Pad Type A,257,BATCH-2023-3955,MH12-2620
2024-03-28,D-1435,OEM-MAHINDRA,Brake Pad Type A,887,BATCH-2023-3885,MH12-3492
2023-02-14,D-1436,OEM-BAJAJ,Clutch Assembly,393,BATCH-2023-0086,MH12-3839
2024-07-11,D-1437,OEM-TATA,Brake Pad Type A,392,BATCH-2023-0675,MH12-8569
2023-11-26,D-1438,OEM-BAJAJ,Brake Pad Type B,633,BATCH-2024-3565,MH12-5854
2024-06-15,D-1439,OEM-BAJAJ,Brake Pad Type A,667,BATCH-2023-2021,MH12-3351
2023-02-19,D-1440,OEM-BAJAJ,Brake Pad Type A,482,BATCH-2023-1485,MH12-8029
2023-02-01,D-1441,OEM-BAJAJ,Brake Pad Type B,916,BATCH-2023-3180,MH12-4498
2023-05-28,D-1442,OEM-BAJAJ,Brake Pad Type A,377,BATCH-2023-3254,MH12-6228
2024-07-03,D-1443,OEM-BAJAJ,Brake Pad Type A,889,BATCH-2023-5274,MH12-1999
2023-06-13,D-1444,OEM-MAHINDRA,Clutch Assembly,300,BATCH-2024-0336,MH12-3289
2023-06-23,D-1445,OEM-BAJAJ,Brake Pad Type A,494,BATCH-2023-3429,MH12-3838
2023-10-14,D-1446,OEM-TATA,Brake Pad Type B,544,BATCH-2024-2231,MH12-9377
2023-08-06,D-1447,OEM-MAHINDRA,Brake Pad Type A,773,BATCH-2023-4400,MH12-8637
2023-08-22,D-1448,OEM-MAHINDRA,Brake Pad Type A,677,BATCH-2023-3607,MH12-7049
2023-09-06,D-1449,OEM-MAHINDRA,Brake Pad Type B,504,BATCH-2024-3814,MH12-1188
2023-07-04,D-1450,OEM-MAHINDRA,Clutch Assembly,514,BATCH-2023-2900,MH12-2326
2023-06-11,D-1451,OEM-BAJAJ,Clutch Assembly,843,"BATCH-2024-1190,BATCH-2023-2729",MH12-5167
2024-03-09,D-1452,OEM-MAHINDRA,Brake Pad Type A,840,BATCH-2023-5392,MH12-2945
2023-11-14,D-1453,OEM-BAJAJ,Clutch Assembly,314,"BATCH-2023-3156,BATCH-2024-3498",MH12-3233
2023-09-15,D-1454,OEM-TATA,Brake Pad Type A,210,BATCH-2024-4696,MH12-4075
2023-08-19,D-1455,OEM-TATA,Brake Pad Type A,702,"BATCH-2024-3040,BATCH-2023-3235",MH12-1130
2024-07-21,D-1456,OEM-MAHINDRA,Brake Pad Type A,929,BATCH-2024-0703,MH12-2027
2024-03-17,D-1457,OEM-MAHINDRA,Brake Pad Type B,954,BATCH-2024-4122,MH12-9083
2024-04-28,D-1458,OEM-TATA,Clutch Assembly,960,BATCH-2024-4605,MH12-7173
2023-03-15,D-1459,OEM-TATA,Clutch Assembly,281,BATCH-2023-4023,MH12-6811
2024-03-23,D-1460,OEM-MAHINDRA,Clutch Assembly,569,BATCH-2024-1467,MH12-5446
2023-08-23,D-1461,OEM-MAHINDRA,Brake Pad Type A,211,"BATCH-2023-3515,BATCH-2024-4581",MH12-3342
2024-05-28,D-1462,OEM-TATA,Clutch Assembly,966,BATCH-2024-5018,MH12-7259
2023-11-06,D-1463,OEM-BAJAJ,Brake Pad Type B,236,"BATCH-2024-3900,BATCH-2024-2377",MH12-3009
2023-10-04,D-1464,OEM-MAHINDRA,Brake Pad Type B,777,BATCH-2024-0334,MH12-2916
2023-05-13,D-1465,OEM-BAJAJ,Clutch Assembly,223,BATCH-2023-0463,MH12-2076
2023-06-27,D-1466,OEM-MAHINDRA,Brake Pad Type A,353,BATCH-2023-5318,MH12-6721
2024-03-23,D-1467,OEM-BAJAJ,Clutch Assembly,437,BATCH-2023-1168,MH12-6962
2024-03-20,D-1468,OEM-BAJAJ,Clutch Assembly,554,"BATCH-2023-2442,BATCH-2023-4136",MH12-1866
2023-03-30,D-1469,OEM-TATA,Brake Pad Type B,525,BATCH-2023-1792,MH12-9621
2024-05-20,D-1470,OEM-MAHINDRA,Brake Pad Type A,312,BATCH-2023-0382,MH12-3134
2023-06-30,D-1471,OEM-TATA,Clutch Assembly,432,BATCH-2023-3956,MH12-3483
2023-02-23,D-1472,OEM-MAHINDRA,Clutch Assembly,321,BATCH-2024-3143,MH12-3274
2024-03-16,D-1473,OEM-MAHINDRA,Brake Pad Type B,789,BATCH-2023-0586,MH12-8779
2023-05-14,D-1474,OEM-MAHINDRA,Brake Pad Type A,627,BATCH-2024-0579,MH12-9176
2023-06-13,D-1475,OEM-MAHINDRA,Clutch Assembly,594,BATCH-2023-2220,MH12-8643
2023-11-15,D-1476,OEM-TATA,Brake Pad Type B,325,BATCH-2024-0290,MH12-6869
2024-07-17,D-1477,OEM-BAJAJ,Brake Pad Type A,512,BATCH-2024-0585,MH12-8354
2023-04-11,D-1478,OEM-MAHINDRA,Clutch Assembly,760,BATCH-2023-1596,MH12-9880
2024-03-30,D-1479,OEM-MAHINDRA,Clutch Assembly,991,BATCH-2024-2415,MH12-6851
2024-06-04,D-1480,OEM-MAHINDRA,Brake Pad Type B,907,BATCH-2024-1376,MH12-2977
2023-06-05,D-1481,OEM-BAJAJ,Brake Pad Type A,270,BATCH-2024-1597,MH12-8963
2023-07-26,D-1482,OEM-BAJAJ,Clutch Assembly,439,BATCH-2023-4430,MH12-5489
2023-02-18,D-1483,OEM-MAHINDRA,Brake Pad Type A,618,BATCH-2024-4134,MH12-4461
2023-03-01,D-1484,OEM-TATA,Brake Pad Type B,442,BATCH-2024-4987,MH12-3093
2023-05-27,D-1485,OEM-MAHINDRA,Brake Pad Type A,857,"BATCH-2024-1951,BATCH-2024-3693",MH12-5813
2023-12-13,D-1486,OEM-MAHINDRA,Clutch Assembly,202,BATCH-2024-3489,MH12-8890
2024-06-28,D-1487,OEM-TATA,Brake Pad Type B,788,BATCH-2023-3227,MH12-4592
2023-03-17,D-1488,OEM-MAHINDRA,Brake Pad Type B,438,BATCH-2024-4889,MH12-9998
2024-05-04,D-1489,OEM-BAJAJ,Brake Pad Type B,364,BATCH-2023-2333,MH12-3682
2023-11-18,D-1490,OEM-TATA,Clutch Assembly,665,BATCH-2024-2221,MH12-3690
2023-07-24,D-1491,OEM-TATA,Brake Pad Type A,482,BATCH-2023-5144,MH12-1030
2023-02-06,D-1492,OEM-BAJAJ,Clutch Assembly,464,BATCH-2023-1334,MH12-9661
2024-03-31,D-1493,OEM-TATA,Brake Pad Type B,822,BATCH-2023-2696,MH12-6878
2023-08-19,D-1494,OEM-TATA,Brake Pad Type B,363,BATCH-2024-0407,MH12-8193
2023-03-10,D-1495,OEM-TATA,Brake Pad Type B,845,BATCH-2023-0049,MH12-2254
2023-09-18,D-1496,OEM-TATA,Clutch Assembly,754,BATCH-2023-3273,MH12-4851
2024-06-28,D-1497,OEM-BAJAJ,Brake Pad Type A,353,BATCH-2023-2412,MH12-1985
2023-02-01,D-1498,OEM-TATA,Brake Pad Type A,580,BATCH-2024-2212,MH12-3305
2024-03-29,D-1499,OEM-BAJAJ,Brake Pad Type B,243,"BATCH-2023-4169,BATCH-2023-0143",MH12-1571
2023-03-04,D-1500,OEM-MAHINDRA,Brake Pad Type B,543,BATCH-2023-4917,MH12-8673
2023-11-30,D-1501,OEM-BAJAJ,Brake Pad Type B,962,"BATCH-2024-0307,BATCH-2023-0828",MH12-2356
2023-04-24,D-1502,OEM-MAHINDRA,Clutch Assembly,964,"BATCH-2024-5366,BATCH-2023-4388",MH12-3316
2023-07-06,D-1503,OEM-MAHINDRA,Brake Pad Type B,621,BATCH-2024-2733,MH12-9290
2023-10-24,D-1504,OEM-MAHINDRA,Brake Pad Type A,907,BATCH-2024-3939,MH12-7360
2023-08-22,D-1505,OEM-BAJAJ,Brake Pad Type B,494,BATCH-2024-0066,MH12-5889
2023-08-01,D-1506,OEM-MAHINDRA,Brake Pad Type B,487,BATCH-2023-3920,MH12-5877
2023-11-21,D-1507,OEM-BAJAJ,Clutch Assembly,519,"BATCH-2024-0997,BATCH-2023-0379",MH12-2123
2023-06-21,D-1508,OEM-MAHINDRA,Brake Pad Type A,897,"BATCH-2023-1943,BATCH-2024-3544",MH12-9758
2023-12-06,D-1509,OEM-TATA,Brake Pad Type A,341,"BATCH-2023-4168,BATCH-2024-3116",MH12-4975
2023-05-22,D-1510,OEM-BAJAJ,Brake Pad Type B,886,BATCH-2023-2451,MH12-2585
2023-11-19,D-1511,OEM-TATA,Brake Pad Type B,242,BATCH-2024-3018,MH12-3711
2023-08-04,D-1512,OEM-BAJAJ,Brake Pad Type A,308,BATCH-2024-4064,MH12-7929
2024-05-08,D-1513,OEM-MAHINDRA,Brake Pad Type A,706,BATCH-2024-0229,MH12-5328
2023-11-19,D-1514,OEM-MAHINDRA,Brake Pad Type A,429,BATCH-2024-2981,MH12-8433
2023-07-09,D-1515,OEM-MAHINDRA,Brake Pad Type A,547,BATCH-2023-4583,MH12-3818
