date,shift,machine_id,operator_id,batch_id,input_lot_ref,units_produced,cycle_time_min
2023-01-26,A,MC-01,OP-005,BATCH-2023-0932,LOT-2024-168,471,13.6
2024-03-03,A,MC-01,OP-020,BATCH-2023-0933,LOT-2023-104,508,8.4
2023-10-26,C,MC-03,OP-010,BATCH-2023-0934,LOT-2023-198,483,10.6
2023-06-09,B,MC-01,OP-016,BATCH-2023-0935,LOT-2023-082,489,17.8
2023-04-09,B,MC-01,OP-003,BATCH-2023-0936,LOT-2023-053,365,15.9
2023-04-12,A,MC-01,OP-019,,LOT-2023-127,549,11.1
2023-01-17,A,MC-02,OP-017,BATCH-2023-0938,LOT-2024-119,484,16.0
2023-04-01,C,MC-04,OP-010,BATCH-2023-0939,LOT-2023-031,362,9.4
2024-05-11,A,MC-04,OP-016,BATCH-2023-0940,LOT-2023-198,461,11.7
2024-01-25,A,MC-05,OP-003,BATCH-2023-0941,LOT-2024-049,219,17.2
2024-05-26,A,MC-05,OP-010,BATCH-2023-0942,LOT-2023-169,286,10.5
2023-06-05,A,MC-02,OP-003,BATCH-2023-0943,LOT-2024-073,371,10.2
2023-02-22,A,MC-04,OP-018,BATCH-2023-0944,LOT-2024-170,329,16.1
2023-12-12,B,MC-03,OP-003,BATCH-2023-0945,LOT-2024-045,201,9.4
2024-01-08,C,MC-04,OP-019,BATCH-2023-0946,LOT-2024-185,477,14.0
2023-10-10,B,MC-05,OP-019,BATCH-2023-0947,LOT-2024-110,506,10.2
2023-03-01,C,MC-03,OP-014,BATCH-2023-0948,LOT-2024-028,431,11.5
2024-02-16,B,MC-02,OP-006,BATCH-2023-0949,LOT-2024-094,429,14.4
2023-03-30,C,MC-03,OP-013,BATCH-2023-0950,LOT-2023-100,387,8.3
2024-01-27,A,MC-03,OP-009,BATCH-2023-0951,LOT-2024-006,256,16.4
2023-01-06,C,MC-05,OP-015,BATCH-2023-0952,LOT-2024-047,598,16.1
2023-01-06,A,MC-03,OP-004,BATCH-2023-0953,LOT-2024-105,448,9.4
2023-05-25,C,MC-01,OP-004,BATCH-2023-0954,LOT-2024-105,379,16.7
2023-06-15,A,MC-02,OP-018,BATCH-2023-0955,LOT-2023-037,279,10.8
2023-10-12,B,MC-05,OP-019,BATCH-2023-0956,LOT-2024-040,504,11.0
2023-01-02,C,MC-03,OP-015,BATCH-2023-0957,LOT-2023-010,509,16.0
2023-08-22,A,MC-03,OP-001,,LOT-2023-181,596,11.1
2023-11-23,C,MC-05,OP-005,BATCH-2023-0959,LOT-2023-043,203,15.9
2024-03-23,C,MC-03,OP-016,BATCH-2023-0960,LOT-2023-164,484,17.8
2024-04-20,C,MC-01,OP-003,BATCH-2023-0961,LOT-2023-008,212,16.9
2023-04-15,A,MC-03,OP-003,BATCH-2023-0962,LOT-2024-183,513,11.3
2023-05-10,B,MC-05,OP-014,BATCH-2023-0963,LOT-2023-168,432,10.9
2023-05-12,C,MC-05,OP-020,,LOT-2023-045,314,8.2
2023-08-16,A,MC-02,OP-015,BATCH-2023-0965,LOT-2024-144,485,13.9
2023-04-29,C,MC-05,OP-015,BATCH-2023-0966,LOT-2023-025,328,17.3
2023-09-03,B,MC-03,OP-018,BATCH-2023-0967,LOT-2024-153,365,17.6
2024-05-19,C,MC-03,OP-006,BATCH-2023-0968,LOT-2024-179,494,16.9
2023-01-01,C,MC-03,OP-012,BATCH-2023-0969,LOT-2024-146,278,13.2
2024-03-15,B,MC-03,OP-014,BATCH-2023-0970,LOT-2024-018,435,10.4
2024-04-08,A,MC-04,OP-011,BATCH-2023-0971,LOT-2024-114,273,12.4
2023-04-06,B,MC-05,OP-018,BATCH-2023-0972,LOT-2024-170,229,9.4
2023-08-14,B,MC-04,OP-020,BATCH-2023-0973,LOT-2023-132,514,9.6
2024-02-12,B,MC-02,OP-011,BATCH-2023-0974,LOT-2024-078,204,13.3
2023-07-08,B,MC-05,OP-001,BATCH-2023-0975,LOT-2023-065,592,8.3
2023-03-23,B,MC-03,OP-008,,LOT-2023-079,403,14.0
2023-12-02,C,MC-01,OP-013,BATCH-2023-0977,LOT-2024-081,289,16.3
2024-01-23,B,MC-01,OP-008,BATCH-2023-0978,LOT-2023-072,590,10.1
2023-05-28,B,MC-02,OP-008,BATCH-2023-0979,LOT-2024-173,242,11.2
2023-05-23,A,MC-02,OP-020,,LOT-2024-058,422,11.9
2023-04-03,A,MC-05,OP-005,BATCH-2023-0981,LOT-2023-026,267,8.3
2023-03-31,A,MC-01,OP-012,BATCH-2023-0982,LOT-2024-139,550,10.4
2023-06-30,A,MC-04,OP-008,BATCH-2023-0983,LOT-2024-155,264,16.2
2023-02-03,C,MC-01,OP-010,BATCH-2023-0984,LOT-2023-060,472,15.8
2024-01-02,A,MC-05,OP-002,,LOT-2023-039,254,13.8
2023-09-07,C,MC-04,OP-003,BATCH-2023-0986,LOT-2024-159,509,8.6
2023-03-01,C,MC-03,OP-014,BATCH-2023-0987,LOT-2023-048,250,11.8
2023-07-08,B,MC-04,OP-003,BATCH-2023-0988,LOT-2024-184,463,15.4
2023-12-29,C,MC-05,OP-005,BATCH-2023-0989,LOT-2024-001,316,8.0
2023-12-19,A,MC-04,OP-015,BATCH-2023-0990,LOT-2023-035,438,17.2
2023-03-19,C,MC-03,OP-008,BATCH-2023-0991,LOT-2024-097,427,8.1
2023-05-02,C,MC-05,OP-004,BATCH-2023-0992,LOT-2024-194,241,14.7
2024-05-25,A,MC-03,OP-006,BATCH-2023-0993,LOT-2024-183,537,12.7
2024-03-04,A,MC-05,OP-003,BATCH-2023-0994,LOT-2023-007,558,14.5
2024-05-03,C,MC-05,OP-002,BATCH-2023-0995,LOT-2023-105,279,9.3
2023-03-12,C,MC-04,OP-001,BATCH-2023-0996,LOT-2023-101,397,14.3
2024-05-04,A,MC-02,OP-007,BATCH-2023-0997,LOT-2024-053,550,12.9
2023-12-31,B,MC-05,OP-010,BATCH-2023-0998,LOT-2023-019,531,13.1
2024-02-29,A,MC-05,OP-010,,LOT-2024-022,298,8.2
2023-01-30,A,MC-05,OP-018,BATCH-2023-1000,LOT-2023-117,489,17.1
2023-06-02,B,MC-03,OP-020,BATCH-2023-1001,LOT-2023-054,537,14.3
2024-01-25,C,MC-03,OP-004,BATCH-2023-1002,LOT-2023-033,451,14.6
2023-07-26,A,MC-03,OP-007,BATCH-2023-1003,LOT-2024-106,468,9.4
2023-04-07,B,MC-03,OP-006,BATCH-2023-1004,LOT-2024-171,558,12.3
2023-10-27,A,MC-03,OP-003,BATCH-2023-1005,LOT-2024-114,273,12.9
2023-10-14,A,MC-04,OP-012,BATCH-2023-1006,LOT-2024-057,544,11.9
2024-01-31,B,MC-05,OP-010,BATCH-2023-1007,LOT-2024-106,501,12.3
2023-06-18,A,MC-01,OP-010,BATCH-2023-1008,LOT-2024-182,408,14.3
2023-11-19,C,MC-04,OP-011,BATCH-2023-1009,LOT-2024-149,396,13.3
2023-12-08,B,MC-02,OP-015,,LOT-2023-173,413,15.1
2023-07-03,A,MC-05,OP-015,BATCH-2023-1011,LOT-2023-190,499,15.8
2023-09-21,C,MC-01,OP-010,,LOT-2024-036,423,16.7
2024-01-16,B,MC-04,OP-015,BATCH-2023-1013,LOT-2023-038,481,17.8
2023-01-07,B,MC-02,OP-012,BATCH-2023-1014,LOT-2024-127,259,16.6
2023-10-26,A,MC-05,OP-017,,LOT-2023-118,268,8.9
2024-04-08,B,MC-02,OP-002,BATCH-2023-1016,LOT-2023-199,490,15.0
2023-10-04,B,MC-04,OP-015,BATCH-2023-1017,LOT-2023-184,206,12.0
2024-02-21,C,MC-04,OP-007,BATCH-2023-1018,LOT-2023-172,202,9.1
2023-05-22,C,MC-05,OP-010,BATCH-2023-1019,LOT-2023-013,457,17.2
2023-05-10,C,MC-02,OP-007,BATCH-2023-1020,LOT-2024-198,585,10.1
2024-04-07,C,MC-02,OP-018,BATCH-2023-1021,LOT-2024-006,509,12.1
2023-03-29,B,MC-03,OP-020,,LOT-2023-098,346,16.9
2023-05-17,C,MC-01,OP-004,BATCH-2023-1023,LOT-2024-108,296,9.5
2024-01-14,C,MC-01,OP-003,,LOT-2023-096,255,17.0
2023-10-26,C,MC-01,OP-018,BATCH-2023-1025,LOT-2023-122,224,10.2
2024-06-20,A,MC-01,OP-010,BATCH-2023-1026,LOT-2023-074,231,10.7
2023-03-07,B,MC-01,OP-007,BATCH-2023-1027,LOT-2024-099,369,9.9
2023-04-16,B,MC-03,OP-017,BATCH-2023-1028,LOT-2023-123,225,10.0
2023-01-13,B,MC-03,OP-015,BATCH-2023-1029,LOT-2024-133,256,12.9
2024-04-06,C,MC-01,OP-005,,LOT-2024-010,436,15.9
2023-04-16,B,MC-01,OP-004,BATCH-2023-1031,LOT-2023-124,387,13.2
2024-02-03,C,MC-04,OP-013,,LOT-2024-029,424,11.6
2024-06-17,B,MC-01,OP-011,BATCH-2023-1033,LOT-2023-041,214,11.3
2023-08-01,C,MC-01,OP-019,BATCH-2023-1034,LOT-2023-066,378,12.2
2024-03-26,B,MC-02,OP-008,BATCH-2023-1035,LOT-2023-140,496,14.6
2024-06-05,C,MC-02,OP-004,BATCH-2023-1036,LOT-2024-041,439,17.1
2024-05-08,C,MC-03,OP-014,BATCH-2023-1037,LOT-2023-018,419,13.5
2023-08-02,C,MC-03,OP-007,BATCH-2023-1038,LOT-2023-002,280,17.0
2024-04-18,C,MC-05,OP-008,BATCH-2023-1039,LOT-2024-194,330,11.2
2024-01-15,C,MC-03,OP-010,BATCH-2023-1040,LOT-2023-043,418,9.1
2023-09-02,A,MC-05,OP-019,BATCH-2023-1041,LOT-2024-049,441,9.3
2023-01-09,C,MC-02,OP-016,BATCH-2023-1042,LOT-2024-196,443,12.7
2023-04-29,C,MC-04,OP-017,BATCH-2023-1043,LOT-2024-036,399,10.0
2023-03-04,A,MC-02,OP-009,BATCH-2023-1044,LOT-2024-022,272,9.9
2023-10-25,B,MC-04,OP-015,BATCH-2023-1045,LOT-2023-174,440,8.9
2024-03-13,C,MC-05,OP-014,BATCH-2023-1046,LOT-2024-028,379,15.7
2024-02-17,C,MC-04,OP-017,,LOT-2024-076,320,9.9
2023-09-30,A,MC-02,OP-010,BATCH-2023-1048,LOT-2023-158,270,17.9
2024-01-24,C,MC-02,OP-006,BATCH-2023-1049,LOT-2024-051,265,16.4
2023-03-19,B,MC-01,OP-012,BATCH-2023-1050,LOT-2023-160,554,10.8
2023-09-07,B,MC-05,OP-004,,LOT-2023-196,242,17.1
2023-12-03,C,MC-02,OP-014,,LOT-2023-012,204,8.3
2023-02-03,C,MC-02,OP-009,BATCH-2023-1053,LOT-2024-090,439,17.1
2024-04-11,C,MC-05,OP-007,BATCH-2023-1054,LOT-2023-057,383,12.9
2023-04-02,B,MC-04,OP-019,BATCH-2023-1055,LOT-2023-028,246,16.2
2024-01-29,B,MC-02,OP-005,BATCH-2023-1056,LOT-2024-163,211,16.8
2023-04-04,B,MC-02,OP-017,BATCH-2023-1057,LOT-2023-169,272,11.1
2023-12-08,A,MC-03,OP-001,BATCH-2023-1058,LOT-2023-185,220,16.1
2023-05-25,B,MC-04,OP-001,,LOT-2024-171,363,8.9
2023-01-25,A,MC-04,OP-004,BATCH-2023-1060,LOT-2024-072,405,17.5
2023-07-27,A,MC-02,OP-011,BATCH-2023-1061,LOT-2023-166,415,16.5
2023-08-11,A,MC-01,OP-002,,LOT-2023-004,501,8.5
2023-08-29,A,MC-03,OP-018,,LOT-2024-134,222,9.7
2023-08-25,C,MC-02,OP-020,BATCH-2023-1064,LOT-2024-017,549,8.5
2023-08-24,B,MC-04,OP-014,BATCH-2023-1065,LOT-2024-181,245,10.4
2024-03-03,A,MC-05,OP-003,BATCH-2023-1066,LOT-2023-137,271,17.9
2024-03-15,C,MC-03,OP-015,BATCH-2023-1067,LOT-2023-090,557,17.8
2024-04-13,A,MC-01,OP-012,BATCH-2023-1068,LOT-2024-184,548,13.5
2023-08-06,B,MC-04,OP-007,BATCH-2023-1069,LOT-2023-003,509,12.5
2024-05-30,A,MC-03,OP-005,BATCH-2023-1070,LOT-2023-025,541,12.2
2023-08-27,C,MC-01,OP-004,BATCH-2023-1071,LOT-2024-188,407,16.1
2024-03-13,B,MC-02,OP-017,BATCH-2023-1072,LOT-2023-131,477,16.1
2023-08-10,C,MC-03,OP-001,BATCH-2023-1073,LOT-2023-111,244,15.3
2024-02-11,A,MC-05,OP-006,BATCH-2023-1074,LOT-2023-118,294,12.3
2024-03-21,A,MC-04,OP-013,BATCH-2023-1075,LOT-2023-146,243,17.5
2023-11-29,C,MC-05,OP-020,BATCH-2023-1076,LOT-2023-141,200,12.6
2023-09-05,C,MC-04,OP-016,BATCH-2023-1077,LOT-2023-035,438,9.5
2023-11-27,C,MC-02,OP-018,BATCH-2023-1078,LOT-2024-098,389,17.6
2024-06-28,C,MC-03,OP-004,BATCH-2023-1079,LOT-2024-008,595,12.4
2024-02-01,C,MC-01,OP-005,BATCH-2023-1080,LOT-2024-142,502,17.6
2023-12-27,B,MC-01,OP-004,BATCH-2023-1081,LOT-2024-024,357,13.3
2023-02-10,C,MC-05,OP-006,,LOT-2024-199,334,10.7
2023-07-05,B,MC-03,OP-015,BATCH-2023-1083,LOT-2024-144,225,14.3
2023-01-18,C,MC-02,OP-011,BATCH-2023-1084,LOT-2023-005,524,8.1
2024-06-03,C,MC-01,OP-013,BATCH-2023-1085,LOT-2023-127,538,14.4
2023-12-19,A,MC-04,OP-020,BATCH-2023-1086,LOT-2023-042,307,16.2
2023-01-17,B,MC-02,OP-001,,LOT-2023-011,269,16.1
2023-06-26,C,MC-04,OP-012,BATCH-2023-1088,LOT-2024-036,322,12.7
2023-10-23,C,MC-01,OP-009,BATCH-2023-1089,LOT-2024-127,356,11.9
2024-01-12,B,MC-05,OP-016,,LOT-2024-066,306,11.6
2023-11-08,C,MC-01,OP-009,BATCH-2023-1091,LOT-2024-057,394,14.6
2024-03-04,B,MC-05,OP-007,BATCH-2023-1092,LOT-2023-171,351,13.6
2023-08-23,B,MC-02,OP-014,BATCH-2023-1093,LOT-2024-168,453,10.2
2024-02-06,C,MC-04,OP-016,BATCH-2023-1094,LOT-2024-062,386,13.2
2023-01-05,C,MC-04,OP-020,BATCH-2023-1095,LOT-2024-063,487,10.2
2023-09-15,C,MC-03,OP-018,BATCH-2023-1096,LOT-2023-187,216,11.6
2023-11-09,A,MC-05,OP-006,BATCH-2023-1097,LOT-2023-093,472,10.7
2024-04-19,B,MC-02,OP-020,BATCH-2023-1098,LOT-2023-014,588,10.0
2023-02-16,C,MC-04,OP-005,BATCH-2023-1099,LOT-2024-115,502,11.1
2023-12-20,A,MC-01,OP-014,BATCH-2023-1100,LOT-2023-062,270,11.4
2023-12-26,C,MC-01,OP-010,BATCH-2023-1101,LOT-2024-010,375,8.2
2023-07-09,A,MC-01,OP-005,BATCH-2023-1102,LOT-2023-080,437,14.0
2023-08-27,B,MC-02,OP-003,BATCH-2023-1103,LOT-2024-159,569,15.2
2023-04-13,C,MC-01,OP-009,BATCH-2023-1104,LOT-2023-062,285,12.0
2023-07-09,C,MC-04,OP-006,BATCH-2023-1105,LOT-2024-039,541,11.4
2023-02-22,A,MC-05,OP-012,BATCH-2023-1106,LOT-2024-127,378,10.9
2023-03-24,C,MC-01,OP-019,BATCH-2023-1107,LOT-2024-011,318,11.2
2023-03-22,B,MC-02,OP-015,BATCH-2023-1108,LOT-2024-089,557,8.3
2024-03-03,A,MC-04,OP-015,BATCH-2023-1109,LOT-2024-048,302,10.5
2023-09-14,C,MC-03,OP-016,BATCH-2023-1110,LOT-2023-036,391,17.6
2023-06-20,B,MC-01,OP-017,BATCH-2023-1111,LOT-2024-026,331,13.3
2024-06-07,C,MC-05,OP-002,BATCH-2023-1112,LOT-2024-101,417,13.7
2023-03-27,A,MC-05,OP-020,,LOT-2024-062,372,17.5
2024-03-22,A,MC-03,OP-020,BATCH-2023-1114,LOT-2024-016,502,13.4
2023-05-09,A,MC-02,OP-007,BATCH-2023-1115,LOT-2024-113,343,15.8
2024-06-27,A,MC-03,OP-005,BATCH-2023-1116,LOT-2023-079,229,9.5
2023-09-06,C,MC-02,OP-018,,LOT-2024-094,289,15.9
2023-09-01,B,MC-03,OP-015,BATCH-2023-1118,LOT-2023-066,393,12.7
2023-03-07,C,MC-03,OP-009,BATCH-2023-1119,LOT-2024-075,299,17.0
2024-06-17,B,MC-05,OP-012,BATCH-2023-1120,LOT-2023-166,315,17.2
2023-03-28,B,MC-04,OP-004,BATCH-2023-1121,LOT-2023-171,547,14.4
2023-11-25,A,MC-04,OP-020,BATCH-2023-1122,LOT-2024-038,264,11.9
2023-12-14,C,MC-01,OP-014,BATCH-2023-1123,LOT-2024-055,272,14.9
2023-03-27,A,MC-05,OP-005,BATCH-2023-1124,LOT-2023-188,280,9.0
2023-09-10,C,MC-04,OP-014,BATCH-2023-1125,LOT-2023-083,598,12.8
2023-01-28,B,MC-04,OP-001,BATCH-2023-1126,LOT-2023-145,426,14.4
2023-12-21,A,MC-03,OP-009,BATCH-2023-1127,LOT-2023-096,362,8.5
2023-07-01,C,MC-05,OP-008,BATCH-2023-1128,LOT-2023-199,486,12.9
2023-02-05,A,MC-02,OP-020,BATCH-2023-1129,LOT-2024-164,361,13.0
2024-04-08,A,MC-03,OP-001,BATCH-2023-1130,LOT-2023-061,509,15.8
2023-07-30,C,MC-03,OP-010,BATCH-2023-1131,LOT-2024-176,520,8.7
2023-05-30,A,MC-01,OP-008,BATCH-2023-1132,LOT-2024-139,481,14.7
2024-04-02,B,MC-01,OP-008,BATCH-2023-1133,LOT-2023-013,325,10.8
2023-03-03,A,MC-02,OP-018,BATCH-2023-1134,LOT-2024-041,536,13.5
2024-01-06,C,MC-02,OP-003,BATCH-2023-1135,LOT-2023-009,585,14.7
2024-06-19,A,MC-02,OP-018,BATCH-2023-1136,LOT-2024-057,489,14.8
2023-03-30,C,MC-01,OP-015,BATCH-2023-1137,LOT-2024-063,583,13.1
2023-11-10,A,MC-01,OP-001,BATCH-2023-1138,LOT-2024-110,381,9.3
2023-09-21,B,MC-01,OP-015,,LOT-2023-200,258,12.3
2023-10-03,C,MC-05,OP-020,BATCH-2023-1140,LOT-2024-008,364,9.0
2023-08-10,A,MC-05,OP-003,BATCH-2023-1141,LOT-2023-136,518,10.6
2023-11-08,B,MC-02,OP-020,BATCH-2023-1142,LOT-2024-094,402,11.4
2024-02-03,A,MC-02,OP-015,BATCH-2023-1143,LOT-2023-117,428,15.3
2023-04-30,B,MC-02,OP-019,BATCH-2023-1144,LOT-2024-193,381,12.0
2023-05-18,B,MC-05,OP-008,BATCH-2023-1145,LOT-2024-196,212,11.7
2024-05-21,C,MC-04,OP-010,BATCH-2023-1146,LOT-2024-026,223,9.7
2023-05-24,A,MC-03,OP-010,BATCH-2023-1147,LOT-2024-171,400,16.9
2023-06-30,A,MC-03,OP-004,BATCH-2023-1148,LOT-2024-053,236,16.1
2024-03-02,A,MC-03,OP-006,BATCH-2023-1149,LOT-2024-045,351,13.1
2023-04-26,A,MC-04,OP-009,BATCH-2023-1150,LOT-2024-137,445,8.3
2023-09-14,C,MC-04,OP-019,BATCH-2023-1151,LOT-2024-097,461,17.0
2023-01-23,A,MC-01,OP-001,BATCH-2023-1152,LOT-2024-142,342,13.4
2024-05-13,C,MC-01,OP-012,BATCH-2023-1153,LOT-2023-103,495,17.8
2023-05-29,B,MC-01,OP-013,BATCH-2023-1154,LOT-2023-170,368,14.0
2023-10-14,C,MC-02,OP-019,,LOT-2023-068,248,8.8
2024-04-07,B,MC-01,OP-017,BATCH-2023-1156,LOT-2023-132,298,8.2
2023-04-27,B,MC-03,OP-015,,LOT-2024-167,469,14.1
2024-06-17,B,MC-05,OP-020,BATCH-2023-1158,LOT-2024-148,429,14.2
2023-02-28,A,MC-01,OP-009,,LOT-2023-035,479,16.5
2023-12-10,C,MC-05,OP-018,BATCH-2023-1160,LOT-2024-133,539,9.0
2023-01-10,C,MC-03,OP-014,BATCH-2023-1161,LOT-2023-127,324,8.9
2024-02-22,B,MC-03,OP-015,BATCH-2023-1162,LOT-2023-044,291,15.4
2024-02-29,B,MC-02,OP-016,BATCH-2023-1163,LOT-2024-153,487,13.1
2023-04-01,C,MC-05,OP-019,BATCH-2023-1164,LOT-2023-135,499,8.5
2024-06-27,C,MC-01,OP-016,BATCH-2023-1165,LOT-2023-030,239,12.3
2024-05-20,A,MC-04,OP-008,BATCH-2023-1166,LOT-2023-175,553,9.9
2023-05-04,C,MC-03,OP-009,BATCH-2023-1167,LOT-2023-121,496,8.4
2023-02-16,A,MC-05,OP-012,BATCH-2023-1168,LOT-2023-063,583,11.0
2024-06-12,A,MC-05,OP-019,BATCH-2023-1169,LOT-2023-088,480,15.6
2023-05-07,A,MC-05,OP-005,BATCH-2023-1170,LOT-2024-072,274,17.1
2023-12-17,C,MC-02,OP-011,,LOT-2024-070,485,16.8
2023-03-10,A,MC-01,OP-006,BATCH-2023-1172,LOT-2024-127,561,9.9
2023-02-08,B,MC-03,OP-009,BATCH-2023-1173,LOT-2024-060,250,16.2
2023-09-15,A,MC-01,OP-020,BATCH-2023-1174,LOT-2023-025,324,8.1
2024-04-26,B,MC-05,OP-002,BATCH-2023-1175,LOT-2024-134,533,13.9
2023-11-10,C,MC-01,OP-018,BATCH-2023-1176,LOT-2024-035,583,14.1
2023-06-30,A,MC-03,OP-003,BATCH-2023-1177,LOT-2023-118,414,12.0
2023-03-07,B,MC-02,OP-014,BATCH-2023-1178,LOT-2023-056,431,8.3
2023-05-20,B,MC-01,OP-006,BATCH-2023-1179,LOT-2024-169,356,9.3
2023-06-25,B,MC-01,OP-020,BATCH-2023-1180,LOT-2023-189,468,16.8
2023-08-24,A,MC-02,OP-014,BATCH-2023-1181,LOT-2024-173,360,11.1
2023-01-15,B,MC-03,OP-006,BATCH-2023-1182,LOT-2023-167,351,15.6
2023-10-05,A,MC-03,OP-001,BATCH-2023-1183,LOT-2023-041,557,14.0
2024-03-25,A,MC-01,OP-017,BATCH-2023-1184,LOT-2024-180,418,14.6
2023-12-11,C,MC-03,OP-004,BATCH-2023-1185,LOT-2024-003,358,12.9
2023-07-17,B,MC-03,OP-005,BATCH-2023-1186,LOT-2023-050,353,16.4
2023-04-06,A,MC-04,OP-003,BATCH-2023-1187,LOT-2023-131,541,17.0
2023-03-14,C,MC-03,OP-006,BATCH-2023-1188,LOT-2023-082,583,13.8
2023-06-29,C,MC-04,OP-014,BATCH-2023-1189,LOT-2023-062,498,14.6
2024-03-09,B,MC-02,OP-008,BATCH-2023-1190,LOT-2023-199,475,11.8
2023-09-14,A,MC-05,OP-001,BATCH-2023-1191,LOT-2023-161,518,15.9
2023-11-09,A,MC-03,OP-001,BATCH-2023-1192,LOT-2024-168,393,12.2
2023-07-01,A,MC-03,OP-017,BATCH-2023-1193,LOT-2023-070,475,14.0
2023-09-01,C,MC-05,OP-013,BATCH-2023-1194,LOT-2023-121,423,17.0
2023-09-18,B,MC-03,OP-006,BATCH-2023-1195,LOT-2023-130,345,10.5
2023-06-30,A,MC-04,OP-009,BATCH-2023-1196,LOT-2023-142,304,11.4
2023-01-23,C,MC-05,OP-020,BATCH-2023-1197,LOT-2024-042,391,14.1
2024-05-06,C,MC-04,OP-010,BATCH-2023-1198,LOT-2023-064,367,10.1
2023-04-09,B,MC-01,OP-018,,LOT-2024-085,467,10.0
2023-02-08,C,MC-04,OP-007,BATCH-2023-1200,LOT-2024-071,340,17.9
2024-02-16,B,MC-04,OP-019,BATCH-2023-1201,LOT-2024-133,475,14.1
2023-09-22,B,MC-01,OP-014,BATCH-2023-1202,LOT-2023-105,499,8.5
2023-09-25,A,MC-05,OP-009,,LOT-2024-022,566,17.3
2024-04-03,B,MC-04,OP-014,BATCH-2023-1204,LOT-2024-101,572,11.3
2023-12-13,B,MC-04,OP-010,BATCH-2023-1205,LOT-2024-006,333,13.6
2023-07-05,B,MC-05,OP-014,BATCH-2023-1206,LOT-2024-178,494,13.2
2023-01-20,C,MC-03,OP-014,BATCH-2023-1207,LOT-2024-195,409,16.6
2023-08-23,C,MC-03,OP-006,,LOT-2024-080,487,12.3
2024-04-27,A,MC-03,OP-002,BATCH-2023-1209,LOT-2023-085,266,11.3
2023-09-04,B,MC-02,OP-013,BATCH-2023-1210,LOT-2024-181,354,13.1
2023-03-15,C,MC-03,OP-019,BATCH-2023-1211,LOT-2024-195,325,15.6
2024-02-21,B,MC-05,OP-012,BATCH-2023-1212,LOT-2023-172,313,8.2
2023-03-28,C,MC-05,OP-013,BATCH-2023-1213,LOT-2023-196,507,11.3
2023-08-02,B,MC-02,OP-016,BATCH-2023-1214,LOT-2024-165,435,11.5
2024-01-21,B,MC-02,OP-002,BATCH-2023-1215,LOT-2023-056,299,15.5
2023-08-09,C,MC-05,OP-009,BATCH-2023-1216,LOT-2024-175,406,13.1
2024-01-22,A,MC-02,OP-007,,LOT-2023-060,313,11.7
2024-03-07,A,MC-04,OP-008,BATCH-2023-1218,LOT-2024-183,263,16.9
2023-11-05,B,MC-02,OP-014,BATCH-2023-1219,LOT-2024-119,269,11.9
2024-02-06,C,MC-05,OP-020,,LOT-2024-179,450,16.1
2023-09-29,B,MC-02,OP-010,BATCH-2023-1221,LOT-2024-157,457,15.1
2023-05-22,B,MC-03,OP-001,BATCH-2023-1222,LOT-2024-049,585,15.8
2024-05-02,B,MC-01,OP-009,BATCH-2023-1223,LOT-2024-108,276,8.2
2024-05-06,C,MC-04,OP-012,,LOT-2024-091,302,11.0
2023-03-19,A,MC-01,OP-020,BATCH-2023-1225,LOT-2024-197,501,8.6
2023-02-03,C,MC-01,OP-014,BATCH-2023-1226,LOT-2023-147,390,12.0
2024-06-02,B,MC-03,OP-008,BATCH-2023-1227,LOT-2023-191,468,17.8
2023-12-08,A,MC-02,OP-005,BATCH-2023-1228,LOT-2024-094,410,12.3
2023-02-02,A,MC-05,OP-003,BATCH-2023-1229,LOT-2023-010,235,8.6
2023-09-09,C,MC-05,OP-017,,LOT-2024-108,490,13.9
2024-02-13,C,MC-03,OP-017,BATCH-2023-1231,LOT-2023-023,310,15.5
2024-04-03,C,MC-03,OP-016,,LOT-2024-110,429,12.3
2023-04-06,A,MC-03,OP-015,BATCH-2023-1233,LOT-2024-131,575,13.8
2024-02-14,C,MC-05,OP-001,BATCH-2023-1234,LOT-2024-141,579,11.7
2023-05-17,C,MC-03,OP-001,BATCH-2023-1235,LOT-2024-088,469,14.4
2023-03-11,A,MC-01,OP-006,BATCH-2023-1236,LOT-2023-180,494,15.0
2024-05-23,B,MC-02,OP-020,BATCH-2023-1237,LOT-2024-005,473,12.2
2023-06-09,A,MC-01,OP-018,BATCH-2023-1238,LOT-2024-015,398,11.8
2023-11-12,A,MC-05,OP-019,BATCH-2023-1239,LOT-2024-116,246,10.5
2024-05-27,B,MC-02,OP-001,BATCH-2023-1240,LOT-2023-067,296,11.3
2023-09-26,C,MC-02,OP-008,BATCH-2023-1241,LOT-2023-005,600,13.0
2023-08-20,C,MC-04,OP-014,BATCH-2023-1242,LOT-2023-138,358,17.3
2024-05-23,A,MC-03,OP-003,BATCH-2023-1243,LOT-2024-025,458,14.7
2023-01-09,B,MC-04,OP-011,BATCH-2023-1244,LOT-2024-132,473,16.1
2023-12-24,A,MC-04,OP-018,BATCH-2023-1245,LOT-2024-164,508,11.3
2023-03-01,A,MC-02,OP-018,BATCH-2023-1246,LOT-2024-181,392,11.3
2024-06-15,C,MC-02,OP-007,BATCH-2023-1247,LOT-2024-118,475,10.1
2023-04-10,C,MC-01,OP-018,BATCH-2023-1248,LOT-2023-080,566,15.7
2023-02-26,A,MC-03,OP-005,BATCH-2023-1249,LOT-2023-067,560,14.1
